"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0046632","alpha-beta T cell differentiation","10/211","124/18870",1.32978023073882e-06,0.00031856492370397,0.000279846734771893,"26279/864/257101/3142/91543/8320/3659/3702/11006/3561",10
"BP","GO:0050863","regulation of T cell activation","17/211","381/18870",1.4436630299479e-06,0.00031856492370397,0.000279846734771893,"26279/864/257101/3932/914/3142/3553/1493/29851/3575/3659/4004/921/7480/1236/11006/3561",17
"BP","GO:1903037","regulation of leukocyte cell-cell adhesion","17/211","382/18870",1.49615029196229e-06,0.00031856492370397,0.000279846734771893,"26279/864/5724/3932/3142/3553/1493/29851/3575/3659/921/7480/1236/11006/3689/3561/3654",17
"BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","16/211","346/18870",1.87424512279191e-06,0.000370565035706287,0.000325526784484911,"3932/2633/925/926/1493/3702/5795/915/28755/1236/3783/2359/11006/958/53347/3654",16
"BP","GO:0050867","positive regulation of cell activation","17/211","396/18870",2.4360429351072e-06,0.000449531122958448,0.000394895381059483,"864/6195/5724/3932/914/3142/3553/29851/683/3575/921/7480/1236/11006/958/3689/3561",17
"BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","14/211","275/18870",2.77432577189887e-06,0.000478745070579167,0.000420558683084072,"864/5724/3932/3142/3553/29851/3575/921/7480/1236/11006/3689/3561/3654",14
"BP","GO:0022407","regulation of cell-cell adhesion","19/211","493/18870",3.00268136141344e-06,0.000478745070579167,0.000420558683084072,"26279/864/5724/3932/3142/3553/1493/29851/3575/1946/3659/921/7480/1236/5329/11006/3689/3561/3654",19
"BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","15/211","318/18870",3.11322661503793e-06,0.000478745070579167,0.000420558683084072,"3932/2633/925/926/1493/3702/5795/915/28755/1236/3783/2359/11006/53347/3654",15
"BP","GO:1902105","regulation of leukocyte differentiation","15/211","321/18870",3.49132343850379e-06,0.000501864599791049,0.000440868278642121,"864/257101/6886/914/3142/7130/1493/1230/3575/3659/28959/55365/7480/11006/3561",15
"BP","GO:0022409","positive regulation of cell-cell adhesion","15/211","322/18870",3.62618930484862e-06,0.000501864599791049,0.000440868278642121,"864/5724/3932/3142/3553/29851/3575/921/7480/1236/5329/11006/3689/3561/3654",15
"BP","GO:0002696","positive regulation of leukocyte activation","16/211","380/18870",6.21127189185254e-06,0.000818704790316564,0.000719199903267137,"864/5724/3932/914/3142/3553/29851/683/3575/921/7480/1236/11006/958/3689/3561",16
"BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway","7/211","66/18870",8.8096096862602e-06,0.0011084090732531,0.000973693702165601,"3932/2633/5795/1236/3783/11006/53347",7
"BP","GO:0006261","DNA-templated DNA replication","10/211","161/18870",1.38101180783273e-05,0.00166201768873086,0.00146001705999707,"10721/253714/10926/6240/1663/8914/90381/23594/91607/92667",10
"BP","GO:0043374","CD8-positive, alpha-beta T cell differentiation","4/211","15/18870",1.88297895211181e-05,0.00217170239143563,0.00190775499095539,"864/8320/3659/11006",4
"BP","GO:1903706","regulation of hemopoiesis","16/211","417/18870",1.96657831118542e-05,0.00217739550614449,0.00191275616793192,"864/257101/6886/914/3142/7130/1493/1230/3575/3659/28959/55365/7480/284266/11006/3561",16
"BP","GO:0006935","chemotaxis","17/211","468/18870",2.17151149012698e-05,0.00231182454025826,0.00203084677821592,"5724/3553/7130/1230/1234/9034/683/3627/1946/1794/3082/5795/5641/1236/5329/2359/3689",17
"BP","GO:0042330","taxis","17/211","470/18870",2.29230750020296e-05,0.00235003968909696,0.00206441728088453,"5724/3553/7130/1230/1234/9034/683/3627/1946/1794/3082/5795/5641/1236/5329/2359/3689",17
"BP","GO:1902106","negative regulation of leukocyte differentiation","8/211","111/18870",3.52485309480082e-05,0.00348456905943167,0.00306105663495861,"864/3142/7130/1493/3659/28959/55365/11006",8
"BP","GO:0045580","regulation of T cell differentiation","10/211","181/18870",3.79050015542931e-05,0.00356741625870729,0.00313383463553919,"864/257101/914/3142/1493/3575/3659/7480/11006/3561",10
"BP","GO:0000280","nuclear division","16/211","441/18870",3.86641935553536e-05,0.00356741625870729,0.00313383463553919,"699/3553/84057/9319/64105/891/84930/11130/9585/9633/9735/9493/9055/79173/22974/150365",16
"BP","GO:1903707","negative regulation of hemopoiesis","8/211","118/18870",5.46326772091372e-05,0.00487816937144812,0.00428527960451976,"864/3142/7130/1493/3659/28959/55365/11006",8
"BP","GO:0006260","DNA replication","12/211","278/18870",7.25668457005081e-05,0.00627703215309395,0.0055141254463215,"10721/647309/253714/10926/6240/374393/1663/8914/90381/23594/91607/92667",12
"BP","GO:0045066","regulatory T cell differentiation","5/211","41/18870",9.00333997559093e-05,0.00749534171569295,0.00658436239855899,"26279/1493/3659/11006/3561",5
"BP","GO:0051251","positive regulation of lymphocyte activation","13/211","330/18870",9.20670586465174e-05,0.00749534171569295,0.00658436239855899,"864/3932/3142/3553/29851/683/3575/921/7480/1236/11006/958/3561",13
"BP","GO:0045785","positive regulation of cell adhesion","16/211","482/18870",0.000109839437662489,0.00868673038427913,0.00763095040602555,"864/5724/3932/3142/3553/29851/3575/5795/921/7480/1236/5329/11006/3689/3561/3654",16
"BP","GO:0048285","organelle fission","16/211","488/18870",0.000126631070725422,0.00950069323294492,0.00834598470037373,"699/3553/84057/9319/64105/891/84930/11130/9585/9633/9735/9493/9055/79173/22974/150365",16
"BP","GO:0050870","positive regulation of T cell activation","11/211","251/18870",0.000126996260700492,0.00950069323294492,0.00834598470037373,"864/3932/3142/3553/29851/3575/921/7480/1236/11006/3561",11
"BP","GO:0045619","regulation of lymphocyte differentiation","10/211","212/18870",0.000141790967396375,0.0103283525724517,0.0090730508223165,"864/257101/914/3142/1493/3575/3659/7480/11006/3561",10
"BP","GO:0007094","mitotic spindle assembly checkpoint signaling","5/211","46/18870",0.000157388330234409,0.0105348407802659,0.00925444257773585,"699/9319/891/11130/9735",5
"BP","GO:0071173","spindle assembly checkpoint signaling","5/211","46/18870",0.000157388330234409,0.0105348407802659,0.00925444257773585,"699/9319/891/11130/9735",5
"BP","GO:0071174","mitotic spindle checkpoint signaling","5/211","46/18870",0.000157388330234409,0.0105348407802659,0.00925444257773585,"699/9319/891/11130/9735",5
"BP","GO:0050860","negative regulation of T cell receptor signaling pathway","4/211","25/18870",0.000159849462706346,0.0105348407802659,0.00925444257773585,"2633/5795/11006/53347",4
"BP","GO:0031577","spindle checkpoint signaling","5/211","47/18870",0.000174537329542685,0.0111340750751432,0.00978084629737635,"699/9319/891/11130/9735",5
"BP","GO:0031295","T cell costimulation","5/211","48/18870",0.000193076446389767,0.0111340750751432,0.00978084629737635,"3932/29851/921/1236/11006",5
"BP","GO:0033046","negative regulation of sister chromatid segregation","5/211","48/18870",0.000193076446389767,0.0111340750751432,0.00978084629737635,"699/9319/891/11130/9735",5
"BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","5/211","48/18870",0.000193076446389767,0.0111340750751432,0.00978084629737635,"699/9319/891/11130/9735",5
"BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","5/211","48/18870",0.000193076446389767,0.0111340750751432,0.00978084629737635,"699/9319/891/11130/9735",5
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","5/211","48/18870",0.000193076446389767,0.0111340750751432,0.00978084629737635,"699/9319/891/11130/9735",5
"BP","GO:1901987","regulation of cell cycle phase transition","15/211","456/18870",0.00019895201951912,0.0112387589801821,0.00987280698365558,"63967/699/9319/891/10537/10926/11130/6240/3014/7480/8914/9735/7027/90381/91607",15
"BP","GO:0002673","regulation of acute inflammatory response","5/211","49/18870",0.000213079587736466,0.0117960859770908,0.0103623967930787,"26279/3553/2161/1236/5008",5
"BP","GO:0000070","mitotic sister chromatid segregation","9/211","184/18870",0.00023300044068991,0.0118079048115303,0.0103727791734998,"699/9319/64105/891/11130/9735/9493/9055/22974",9
"BP","GO:0031294","lymphocyte costimulation","5/211","50/18870",0.000234622386067256,0.0118079048115303,0.0103727791734998,"3932/29851/921/1236/11006",5
"BP","GO:0051985","negative regulation of chromosome segregation","5/211","50/18870",0.000234622386067256,0.0118079048115303,0.0103727791734998,"699/9319/891/11130/9735",5
"BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","5/211","50/18870",0.000234622386067256,0.0118079048115303,0.0103727791734998,"699/9319/891/11130/9735",5
"BP","GO:1905819","negative regulation of chromosome separation","5/211","50/18870",0.000234622386067256,0.0118079048115303,0.0103727791734998,"699/9319/891/11130/9735",5
"BP","GO:0045581","negative regulation of T cell differentiation","5/211","51/18870",0.000257782163369926,0.0127418040751421,0.0111931728831678,"864/3142/1493/3659/11006",5
"BP","GO:0140014","mitotic nuclear division","11/211","274/18870",0.000271717468871702,0.0131229527622396,0.0115279969884292,"699/3553/9319/64105/891/11130/9585/9735/9493/9055/22974",11
"BP","GO:0044772","mitotic cell cycle phase transition","15/211","470/18870",0.0002749751662608,0.0131229527622396,0.0115279969884292,"63967/699/9319/10309/891/10537/10926/84930/11130/6240/7480/9735/7027/90381/91607",15
"BP","GO:0036037","CD8-positive, alpha-beta T cell activation","4/211","29/18870",0.00028980254987196,0.0135961603058574,0.0119436911722431,"864/8320/3659/11006",4
"BP","GO:0000075","cell cycle checkpoint signaling","9/211","192/18870",0.000319232877970628,0.0147272767703783,0.0129373324230202,"63967/699/9319/891/11130/3014/8914/9735/90381",9
"BP","GO:0033047","regulation of mitotic sister chromatid segregation","5/211","54/18870",0.000337761142286696,0.0153266039647471,0.0134638177512039,"699/9319/891/11130/9735",5
"BP","GO:0007088","regulation of mitotic nuclear division","7/211","118/18870",0.000365552305780462,0.0163201416516181,0.0143366014660928,"699/3553/9319/891/11130/9585/9735",7
"BP","GO:0090322","regulation of superoxide metabolic process","4/211","31/18870",0.000377273051166621,0.0165760604068128,0.0145614160099398,"683/1719/100033819/3689",4
"BP","GO:0045787","positive regulation of cell cycle","12/211","334/18870",0.000396733701809737,0.017061759910373,0.0149880838884095,"6886/699/3553/891/10926/9585/6240/1663/7480/7027/5641/9493",12
"BP","GO:0045839","negative regulation of mitotic nuclear division","5/211","56/18870",0.0004006554892248,0.017061759910373,0.0149880838884095,"699/9319/891/11130/9735",5
"BP","GO:0033077","T cell differentiation in thymus","6/211","87/18870",0.000432958116927235,0.0181580010250695,0.0159510885183718,"3553/3575/1794/915/1236/3561",6
"BP","GO:1901031","regulation of response to reactive oxygen species","3/211","14/18870",0.000458080030135011,0.0189248585584136,0.0166247426490475,"1719/27244/100033819",3
"BP","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","4/211","33/18870",0.000482143962905024,0.0196260954311927,0.0172407516147153,"2633/5795/11006/53347",4
"BP","GO:0010965","regulation of mitotic sister chromatid separation","5/211","59/18870",0.000511077354449791,0.0203692263863531,0.0178935628812275,"699/9319/891/11130/9735",5
"BP","GO:0001819","positive regulation of cytokine production","15/211","499/18870",0.000515117719308064,0.0203692263863531,0.0178935628812275,"5724/255231/914/91543/3553/3659/3702/3082/100033819/5795/4940/1236/958/5008/3654",15
"BP","GO:0050900","leukocyte migration","13/211","396/18870",0.000539085330008839,0.0210167351192178,0.0184623737927416,"5724/3932/255231/3553/7130/1230/1234/683/3627/5641/1236/3383/3689",13
"BP","GO:0045620","negative regulation of lymphocyte differentiation","5/211","60/18870",0.000552528964646831,0.0212416690853115,0.0186599694200903,"864/3142/1493/3659/11006",5
"BP","GO:0071639","positive regulation of monocyte chemotactic protein-1 production","3/211","15/18870",0.000567892590288485,0.021533242327651,0.0189161050261918,"255231/3553/4940",3
"BP","GO:1990266","neutrophil migration","7/211","129/18870",0.000625114240297303,0.0233826515830126,0.0205407381946909,"255231/3553/7130/683/3627/1236/3689",7
"BP","GO:0051306","mitotic sister chromatid separation","5/211","62/18870",0.000642948749543357,0.0237290951831468,0.020845075248353,"699/9319/891/11130/9735",5
"BP","GO:0045589","regulation of regulatory T cell differentiation","4/211","36/18870",0.000676118589048744,0.0244709030578608,0.0214967242408193,"1493/3659/11006/3561",4
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","12/211","355/18870",0.000680729600959278,0.0244709030578608,0.0214967242408193,"63967/699/9319/891/10537/11130/6240/7480/9735/7027/90381/91607",12
"BP","GO:0051784","negative regulation of nuclear division","5/211","63/18870",0.000692104591921917,0.0245608398774342,0.0215757301935173,"699/9319/891/11130/9735",5
"BP","GO:0046651","lymphocyte proliferation","11/211","307/18870",0.000705373408415489,0.0247148556265073,0.0217110269612229,"26279/3553/1493/683/3575/4064/3659/1794/4004/11006/958",11
"BP","GO:0090068","positive regulation of cell cycle process","10/211","262/18870",0.000759216054314711,0.026268875479289,0.0230761721771972,"699/3553/891/10926/9585/6240/1663/7480/7027/9493",10
"BP","GO:0050862","positive regulation of T cell receptor signaling pathway","3/211","17/18870",0.000834832017218001,0.0281806710202369,0.0247556092397122,"3932/1236/3783",3
"BP","GO:0051382","kinetochore assembly","3/211","17/18870",0.000834832017218001,0.0281806710202369,0.0247556092397122,"1058/64105/9735",3
"BP","GO:0032943","mononuclear cell proliferation","11/211","314/18870",0.000848279628733009,0.0282896146064213,0.0248513118880565,"26279/3553/1493/683/3575/4064/3659/1794/4004/11006/958",11
"BP","GO:0000076","DNA replication checkpoint signaling","3/211","18/18870",0.000993575558417616,0.0322310560448266,0.0283137129082558,"63967/8914/90381",3
"BP","GO:0000819","sister chromatid segregation","9/211","225/18870",0.000998643005481429,0.0322310560448266,0.0283137129082558,"699/9319/64105/891/11130/9735/9493/9055/22974",9
"BP","GO:0007059","chromosome segregation","13/211","424/18870",0.00101121743539145,0.0322310560448266,0.0283137129082558,"699/151246/84057/9319/64105/891/11130/9735/221150/9493/9055/93323/22974",13
"BP","GO:0006730","one-carbon metabolic process","4/211","40/18870",0.00101304258522396,0.0322310560448266,0.0283137129082558,"1719/761/771/6470",4
"BP","GO:0007093","mitotic cell cycle checkpoint signaling","7/211","142/18870",0.00110081216440984,0.0346255462623458,0.0304171782271139,"63967/699/9319/891/11130/9735/90381",7
"BP","GO:0060326","cell chemotaxis","11/211","325/18870",0.00112086424068937,0.0348601372834628,0.0306232571968356,"3553/7130/1230/1234/9034/683/3627/3082/5641/1236/3689",11
"BP","GO:1901988","negative regulation of cell cycle phase transition","10/211","277/18870",0.00115805417331887,0.0356165994638515,0.0312877794194923,"63967/699/9319/891/11130/3014/8914/9735/90381/91607",10
"BP","GO:0050766","positive regulation of phagocytosis","5/211","72/18870",0.00127040932127558,0.0384972252143257,0.033818295651465,"3553/5806/1794/5795/3561",5
"BP","GO:0030593","neutrophil chemotaxis","6/211","107/18870",0.00128867026930934,0.0384972252143257,0.033818295651465,"3553/7130/683/3627/1236/3689",6
"BP","GO:0051783","regulation of nuclear division","7/211","146/18870",0.00129344000900733,0.0384972252143257,0.033818295651465,"699/3553/9319/891/11130/9585/9735",7
"BP","GO:0046637","regulation of alpha-beta T cell differentiation","5/211","74/18870",0.00143657068301511,0.0418571331640614,0.0367698424129076,"864/257101/3142/11006/3561",5
"BP","GO:1905818","regulation of chromosome separation","5/211","74/18870",0.00143657068301511,0.0418571331640614,0.0367698424129076,"699/9319/891/11130/9735",5
"BP","GO:0002697","regulation of immune effector process","12/211","389/18870",0.00149191621537384,0.0424584790867786,0.0372981011144123,"257101/5724/3142/91543/3553/10225/3575/5795/3383/11006/958/3689",12
"BP","GO:0010721","negative regulation of cell development","10/211","287/18870",0.00150869092511418,0.0424584790867786,0.0372981011144123,"864/3142/3553/7130/1493/3659/28959/55365/359845/11006",10
"BP","GO:0030595","leukocyte chemotaxis","9/211","240/18870",0.00156325256631737,0.0424584790867786,0.0372981011144123,"3553/7130/1230/1234/683/3627/5641/1236/3689",9
"BP","GO:0051383","kinetochore organization","3/211","21/18870",0.00157992172902392,0.0424584790867786,0.0372981011144123,"1058/64105/9735",3
"BP","GO:0071605","monocyte chemotactic protein-1 production","3/211","21/18870",0.00157992172902392,0.0424584790867786,0.0372981011144123,"255231/3553/4940",3
"BP","GO:0071637","regulation of monocyte chemotactic protein-1 production","3/211","21/18870",0.00157992172902392,0.0424584790867786,0.0372981011144123,"255231/3553/4940",3
"BP","GO:0090026","positive regulation of monocyte chemotaxis","3/211","21/18870",0.00157992172902392,0.0424584790867786,0.0372981011144123,"1230/3627/5641",3
"BP","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","3/211","21/18870",0.00157992172902392,0.0424584790867786,0.0372981011144123,"864/3659/11006",3
"BP","GO:0097529","myeloid leukocyte migration","9/211","242/18870",0.00165480064013883,0.0439202991927384,0.0385822524852546,"255231/3553/7130/1230/683/3627/5641/1236/3689",9
"BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","8/211","196/18870",0.00166605181186327,0.0439202991927384,0.0385822524852546,"63967/699/9319/891/11130/9735/90381/91607",8
"BP","GO:0097028","dendritic cell differentiation","4/211","46/18870",0.00171687027699286,0.0448329898746814,0.0393840152914945,"10537/28959/55365/1236",4
"BP","GO:0090329","regulation of DNA-templated DNA replication","4/211","47/18870",0.0018603431093138,0.0481255114633701,0.0422763657896201,"10926/8914/90381/91607",4
"BP","GO:0097530","granulocyte migration","7/211","156/18870",0.00189117955026983,0.0484702314365454,0.0425791887049056,"255231/3553/7130/683/3627/1236/3689",7
"BP","GO:0019882","antigen processing and presentation","6/211","116/18870",0.00194783828302037,0.0485731204270305,0.0426695726294647,"1520/925/6890/5641/1236/3383",6
"BP","GO:0045582","positive regulation of T cell differentiation","6/211","116/18870",0.00194783828302037,0.0485731204270305,0.0426695726294647,"864/3142/3575/7480/11006/3561",6
"BP","GO:0046634","regulation of alpha-beta T cell activation","6/211","116/18870",0.00194783828302037,0.0485731204270305,0.0426695726294647,"864/257101/3142/3659/11006/3561",6
"BP","GO:0002703","regulation of leukocyte mediated immunity","9/211","249/18870",0.00200965692417625,0.0493583789516497,0.0433593913060202,"5724/91543/3553/10225/3575/3383/11006/958/3689",9
"BP","GO:0070661","leukocyte proliferation","11/211","350/18870",0.00201499162627761,0.0493583789516497,0.0433593913060202,"26279/3553/1493/683/3575/4064/3659/1794/4004/11006/958",11
"CC","GO:0009897","external side of plasma membrane","19/222","387/19886",7.75277478399599e-08,2.11650751603091e-05,1.86882676372114e-05,"914/925/4065/1493/5133/1230/1234/9034/3627/3575/1946/921/915/1236/3383/5329/958/3689/3561",19
"CC","GO:0000940","outer kinetochore","4/222","20/19886",6.36470488198716e-05,0.00731083758761423,0.0064552990459366,"699/891/11130/221150",4
"CC","GO:0042581","specific granule","9/222","160/19886",8.03388745891673e-05,0.00731083758761423,0.0064552990459366,"8514/5806/683/1794/5795/4069/79895/5329/3689",9
"CC","GO:0000922","spindle pole","9/222","176/19886",0.000165970721394071,0.0113275017351453,0.0100019197892743,"151393/891/9585/1663/9735/9055/93323/83541/22974",9
"CC","GO:0000779","condensed chromosome, centromeric region","9/222","182/19886",0.000213365421136947,0.0116497519940773,0.0102864592506023,"1058/699/151246/64105/891/11130/23468/9735/221150",9
"CC","GO:0005876","spindle microtubule","6/222","81/19886",0.000292350511561078,0.0133019482760291,0.0117453100258749,"151393/9735/221150/9055/93323/83541",6
"CC","GO:0070820","tertiary granule","8/222","164/19886",0.000523057831293995,0.0186835137333995,0.0164971067859976,"8514/5724/1520/7130/5806/4069/79895/3689",8
"CC","GO:0035579","specific granule membrane","6/222","91/19886",0.000547502233945772,0.0186835137333995,0.0164971067859976,"8514/683/5795/79895/5329/3689",6
"CC","GO:0000776","kinetochore","8/222","171/19886",0.000688817469904727,0.0208941299204434,0.0184490293108985,"699/151246/64105/891/11130/23468/9735/221150",8
"CC","GO:0005874","microtubule","14/222","467/19886",0.000804932729250679,0.0219746635085435,0.0194031152629901,"8514/51361/25790/89796/151393/9585/283431/9735/221150/9493/9055/93323/83541/22974",14
"CC","GO:0072686","mitotic spindle","8/222","184/19886",0.00110774446471349,0.0274922035333439,0.0242749743942,"151393/4064/9585/221150/9493/9055/93323/22974",8
"CC","GO:0000793","condensed chromosome","10/222","281/19886",0.00128066459355172,0.0291351195033017,0.0257256308704688,"1058/699/151246/64105/891/11130/3014/23468/9735/221150",10
"CC","GO:0098644","complex of collagen trimers","3/222","21/19886",0.00157356866403174,0.0330449419446666,0.0291779128796169,"1302/1300/1287",3
"CC","GO:0090734","site of DNA damage","6/222","117/19886",0.00202245350139273,0.0394378432771583,0.0348226956254839,"55345/253714/3014/23468/8914/91607",6
"CC","GO:0000775","chromosome, centromeric region","9/222","258/19886",0.00253564319824592,0.0461487062080757,0.0407482310454958,"1058/699/151246/64105/891/11130/23468/9735/221150",9
"MF","GO:0140375","immune receptor activity","9/216","147/18496",5.84899736197797e-05,0.015803401886212,0.0150453194254699,"7850/1230/1234/9034/3575/1236/2359/11006/3561",9
"MF","GO:0004896","cytokine receptor activity","7/216","96/18496",0.000132905304748526,0.015803401886212,0.0150453194254699,"7850/1230/1234/9034/3575/1236/3561",7
"MF","GO:0016493","C-C chemokine receptor activity","4/216","23/18496",0.000134558874706655,0.015803401886212,0.0150453194254699,"1230/1234/9034/1236",4
"MF","GO:0019957","C-C chemokine binding","4/216","24/18496",0.000159999519792819,0.015803401886212,0.0150453194254699,"1230/1234/9034/1236",4
"MF","GO:0001637","G protein-coupled chemoattractant receptor activity","4/216","26/18496",0.000221026599807161,0.015803401886212,0.0150453194254699,"1230/1234/9034/1236",4
"MF","GO:0004950","chemokine receptor activity","4/216","26/18496",0.000221026599807161,0.015803401886212,0.0150453194254699,"1230/1234/9034/1236",4
"MF","GO:0001968","fibronectin binding","4/216","29/18496",0.000341647147279336,0.0209380894546908,0.0199336982172004,"1520/7130/3488/11006",4
"MF","GO:0019956","chemokine binding","4/216","33/18496",0.000567512298925111,0.0304328470298591,0.0289729963135451,"1230/1234/9034/1236",4
