"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0036297","interstrand cross-link repair","4/184","40/18870",0.000607814173466613,0.0382329939846438,0.0349239568733833,"55247/5888/55215/78995",4
"BP","GO:0045730","respiratory burst","4/184","40/18870",0.000607814173466613,0.0382329939846438,0.0349239568733833,"56833/4688/5881/5880",4
"BP","GO:0051303","establishment of chromosome localization","6/184","108/18870",0.000665887798671653,0.0393865547401143,0.0359776778059124,"4751/1063/113130/29127/3835/332",6
"BP","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","3/184","18/18870",0.000668173754142836,0.0393865547401143,0.0359776778059124,"3135/4277/80328",3
"BP","GO:0045786","negative regulation of cell cycle","12/184","407/18870",0.000671969138644834,0.0393865547401143,0.0359776778059124,"63967/4751/1063/699/6657/51053/3135/79733/1017/5888/91607/332",12
"BP","GO:0009394","2'-deoxyribonucleotide metabolic process","4/184","42/18870",0.000733218612464714,0.0420126345745121,0.0383764723894443,"26289/6241/6240/6470",4
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","11/184","355/18870",0.000749352923779588,0.0420126345745121,0.0383764723894443,"63967/1063/6241/699/995/6240/113130/1017/9787/91607/332",11
"BP","GO:1905818","regulation of chromosome separation","5/184","74/18870",0.000780538866589659,0.0422280963437325,0.0385732861032523,"1063/699/9918/9787/332",5
"BP","GO:0009262","deoxyribonucleotide metabolic process","4/184","43/18870",0.000802317456705271,0.0422280963437325,0.0385732861032523,"26289/6241/6240/6470",4
"BP","GO:0019692","deoxyribose phosphate metabolic process","4/184","43/18870",0.000802317456705271,0.0422280963437325,0.0385732861032523,"26289/6241/6240/6470",4
"BP","GO:0031343","positive regulation of cell killing","5/184","76/18870",0.000881277104730574,0.0441618864275138,0.0403397080977024,"3593/3135/4277/80328/56253",5
"BP","GO:0050673","epithelial cell proliferation","13/184","480/18870",0.00088711764035498,0.0441618864275138,0.0403397080977024,"1893/3664/6664/3488/1295/6657/6690/3593/6387/5241/3479/91862/2277",13
"BP","GO:0046651","lymphocyte proliferation","10/184","307/18870",0.000890429660422922,0.0441618864275138,0.0403397080977024,"3604/26191/6664/3593/3135/56253/3479/1880/970/5880",10
"BP","GO:0019932","second-messenger-mediated signaling","10/184","310/18870",0.000958553073431228,0.0462560637035114,0.0422526358925158,"5341/9034/6690/107/374403/3479/122042/55784/2833/186",10
"BP","GO:0019882","antigen processing and presentation","6/184","116/18870",0.000968525568045605,0.0462560637035114,0.0422526358925158,"5865/925/3135/4277/80328/968",6
"BP","GO:0032943","mononuclear cell proliferation","10/184","314/18870",0.00105598484336787,0.048226607094173,0.0440526302225503,"3604/26191/6664/3593/3135/56253/3479/1880/970/5880",10
"BP","GO:0006268","DNA unwinding involved in DNA replication","3/184","21/18870",0.00106588468567967,0.048226607094173,0.0440526302225503,"4175/5888/51659",3
"BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","3/184","21/18870",0.00106588468567967,0.048226607094173,0.0440526302225503,"4751/29127/332",3
"CC","GO:0098687","chromosomal region","13/191","399/19886",0.000133672231423436,0.0323486800044715,0.0299707213612545,"4751/1063/699/4175/151246/113130/9918/1017/5888/11339/3835/332/10189",13
"CC","GO:0009897","external side of plasma membrane","12/191","387/19886",0.000379178433589219,0.0324637633891268,0.0300773449407742,"3604/8515/925/3680/9034/3593/3135/4277/80328/6387/50615/2833",12
"CC","GO:0000793","condensed chromosome","10/191","281/19886",0.000402443347799092,0.0324637633891268,0.0300773449407742,"4751/1063/699/151246/4288/9918/1017/5888/3835/332",10
"CC","GO:0043020","NADPH oxidase complex","3/191","18/19886",0.00063994678932188,0.0387167807539737,0.0358707016119896,"4688/5881/5880",3
"CC","GO:0000775","chromosome, centromeric region","9/191","258/19886",0.000900017060716911,0.0435608257386985,0.0403586597753057,"4751/1063/699/151246/113130/9918/11339/3835/332",9
