"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0140546","defense response to symbiont","11/144","335/18870",5.36648098553003e-05,0.0123916924574966,0.0107124204170485,"10964/26191/338382/3553/81622/834/3687/91607/3594/200315/164668",11
"BP","GO:0050670","regulation of lymphocyte proliferation","9/144","238/18870",9.0219759171193e-05,0.0190965156912359,0.0165086331255358,"26191/3553/3620/80380/923/10673/11151/3594/54440",9
"BP","GO:0032944","regulation of mononuclear cell proliferation","9/144","242/18870",0.000102424226141841,0.0191729539434952,0.0165747127750232,"26191/3553/3620/80380/923/10673/11151/3594/54440",9
"BP","GO:0022407","regulation of cell-cell adhesion","13/144","493/18870",0.000105677698901155,0.0191729539434952,0.0165747127750232,"26191/3142/3553/3557/1946/3620/80380/923/10673/11151/3594/54440/3654",13
"BP","GO:0034341","response to type II interferon","7/144","143/18870",0.000114672145230052,0.0194178165922887,0.0167863926280623,"965/338382/54625/9076/10537/834/3594",7
"BP","GO:0009615","response to virus","12/144","436/18870",0.000131951916497033,0.0201737851500735,0.0174399153846056,"10964/26191/338382/3553/8061/81622/834/3687/91607/3594/200315/164668",12
"BP","GO:0050870","positive regulation of T cell activation","9/144","251/18870",0.00013502139667372,0.0201737851500735,0.0174399153846056,"26191/3142/3553/80380/923/10673/11151/3594/54440",9
"BP","GO:0010720","positive regulation of cell development","12/144","444/18870",0.00015626003382265,0.0220500269949739,0.0190618965236285,"3142/3553/1230/1946/4602/4747/9148/1813/145864/51393/3594/54440",12
"BP","GO:1903037","regulation of leukocyte cell-cell adhesion","11/144","382/18870",0.000171290567861302,0.0228988443351424,0.0197956855711177,"26191/3142/3553/3620/80380/923/10673/11151/3594/54440/3654",11
"BP","GO:0022409","positive regulation of cell-cell adhesion","10/144","322/18870",0.000185901946144346,0.0236095471603319,0.0204100768240582,"26191/3142/3553/80380/923/10673/11151/3594/54440/3654",10
"BP","GO:0070663","regulation of leukocyte proliferation","9/144","267/18870",0.000214369483488782,0.0259284994315003,0.0224147740630376,"26191/3553/3620/80380/923/10673/11151/3594/54440",9
"BP","GO:0071346","cellular response to type II interferon","6/144","120/18870",0.000318334945271177,0.0352218389324123,0.0304487177840912,"965/338382/54625/9076/834/3594",6
"BP","GO:0031349","positive regulation of defense response","12/144","480/18870",0.00031893791159271,0.0352218389324123,0.0304487177840912,"26191/338382/3553/3148/3620/8061/81622/5138/834/146722/354/3654",12
"BP","GO:0032496","response to lipopolysaccharide","10/144","348/18870",0.000345434851183574,0.035415753453636,0.0306163537937359,"26191/3553/9076/3148/3620/80380/923/834/440068/3654",10
"BP","GO:0071222","cellular response to lipopolysaccharide","8/144","226/18870",0.000348580250527914,0.035415753453636,0.0306163537937359,"26191/3553/3148/80380/923/834/440068/3654",8
"BP","GO:0007159","leukocyte cell-cell adhesion","11/144","419/18870",0.000377651444103324,0.0357537189120829,0.0309085195402424,"26191/3142/3553/3620/80380/923/10673/11151/3594/54440/3654",11
"BP","GO:0140894","endolysosomal toll-like receptor signaling pathway","4/144","45/18870",0.000380059216781983,0.0357537189120829,0.0309085195402424,"26191/338382/81622/3654",4
"BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","5/144","82/18870",0.000410915184510366,0.0372758774520117,0.0322244013116024,"1031/84722/1029/641/898",5
"BP","GO:0046683","response to organophosphorus","6/144","127/18870",0.000431317144498183,0.0377774326560478,0.0326579877830566,"3553/8061/5138/5029/5031/5983",6
"BP","GO:0090329","regulation of DNA-templated DNA replication","4/144","47/18870",0.000449638078773349,0.0380693573361435,0.0329103520112704,"5983/641/81620/91607",4
"BP","GO:1904029","regulation of cyclin-dependent protein kinase activity","5/144","85/18870",0.000485043854096695,0.0397423028840518,0.0343565867451853,"1031/84722/1029/641/898",5
"BP","GO:0071219","cellular response to molecule of bacterial origin","8/144","239/18870",0.00050544915051952,0.0401200263224869,0.0346831226310433,"26191/3553/3148/80380/923/834/440068/3654",8
"BP","GO:0002237","response to molecule of bacterial origin","10/144","369/18870",0.000546203750645143,0.0409947351897038,0.0354392944905603,"26191/3553/9076/3148/3620/80380/923/834/440068/3654",10
"BP","GO:0050769","positive regulation of neurogenesis","8/144","242/18870",0.000548748423799184,0.0409947351897038,0.0354392944905603,"3553/1946/4602/4747/9148/1813/145864/51393",8
"BP","GO:0046651","lymphocyte proliferation","9/144","307/18870",0.000593249184050622,0.043052940785388,0.0372185803888601,"26191/3553/3620/80380/923/10673/11151/3594/54440",9
"BP","GO:0032943","mononuclear cell proliferation","9/144","314/18870",0.00069670410213626,0.0467242291400659,0.0403923505951834,"26191/3553/3620/80380/923/10673/11151/3594/54440",9
"BP","GO:0051924","regulation of calcium ion transport","8/144","251/18870",0.000696986266755058,0.0467242291400659,0.0403923505951834,"477/8832/1230/8614/5031/1813/11151/51393",8
"BP","GO:0050863","regulation of T cell activation","10/144","381/18870",0.000699023900520671,0.0467242291400659,0.0403923505951834,"26191/3142/3553/3620/80380/923/10673/11151/3594/54440",10
