"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","3/88","59/9397",0.0176942746332167,0.217288218341153,0.193780428637578,"9588/6241/6240",3
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","6/88","224/9397",0.01837789432905,0.217288218341153,0.193780428637578,"1870/9232/3135/107/1017/898",6
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","6/88","226/9397",0.0191133155022311,0.217288218341153,0.193780428637578,"1870/3135/107/6387/5881/5880",6
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","3/88","70/9397",0.0276945480521425,0.297813245513796,0.265593683864643,"3135/5881/5880",3
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","5/88","184/9397",0.0289540655360635,0.297813245513796,0.265593683864643,"8633/10507/6387/5881/5880",5
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","4/88","128/9397",0.031864314009545,0.312003965533235,0.278249150548645,"26289/6241/107/6240",4
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","4/88","130/9397",0.0334591742418913,0.312003965533235,0.278249150548645,"107/4312/122042/2277",4
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","4/88","137/9397",0.0394047668309382,0.312003965533235,0.278249150548645,"7185/332/84823/1522",4
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","5/88","201/9397",0.040060380781044,0.312003965533235,0.278249150548645,"440686/8358/51513/7185/3479",5
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","3/88","81/9397",0.040137899921186,0.312003965533235,0.278249150548645,"6241/6240/7083",3
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","5/88","205/9397",0.0430041231515813,0.312003965533235,0.278249150548645,"11036/3135/7185/1017/898",5
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","2/88","36/9397",0.0444705237292868,0.312003965533235,0.278249150548645,"56913/79695",2
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","2/88","36/9397",0.0444705237292868,0.312003965533235,0.278249150548645,"4175/10535",2
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","2/88","37/9397",0.046731708605485,0.312003965533235,0.278249150548645,"6675/55586",2
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","3/88","87/9397",0.0479321357933571,0.312003965533235,0.278249150548645,"332/5881/5880",3
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","5/88","212/9397",0.0484638673674195,0.312003965533235,0.278249150548645,"107/3479/5881/5880/2277",5
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","5/88","213/9397",0.0492759999061522,0.312003965533235,0.278249150548645,"995/3135/5881/5880/164668",5
"Human Diseases","Immune disease","hsa05330","Allograft rejection","2/88","39/9397",0.0513774965376146,0.312003965533235,0.278249150548645,"3593/3135",2
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","3/88","91/9397",0.0535117037928603,0.312003965533235,0.278249150548645,"5881/79168/5880",3
"Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","2/88","41/9397",0.0561815443768127,0.312003965533235,0.278249150548645,"8438/5888",2
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","2/88","41/9397",0.0561815443768127,0.312003965533235,0.278249150548645,"1870/4312",2
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","3/88","93/9397",0.0564140601468936,0.312003965533235,0.278249150548645,"29895/5881/5880",3
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","4/88","155/9397",0.0572987460491223,0.312003965533235,0.278249150548645,"1870/107/1017/898",4
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","4/88","157/9397",0.0595172750579764,0.312003965533235,0.278249150548645,"1870/3135/1017/898",4
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","6/88","298/9397",0.0603285549480885,0.312003965533235,0.278249150548645,"3604/3593/6387/50615/970/2833",6
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","2/88","44/9397",0.063668299863243,0.312003965533235,0.278249150548645,"3593/3135",2
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","3/88","99/9397",0.065560346345676,0.312003965533235,0.278249150548645,"1870/107/3479",3
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","3/88","99/9397",0.065560346345676,0.312003965533235,0.278249150548645,"1608/5881/5880",3
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","3/88","99/9397",0.065560346345676,0.312003965533235,0.278249150548645,"8515/3680/3479",3
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","4/88","163/9397",0.0664452889561518,0.312003965533235,0.278249150548645,"1870/1017/332/898",4
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","2/88","47/9397",0.0714706564126674,0.32846088904545,0.29292564666334,"56913/79695",2
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","2/88","52/9397",0.0851141321913081,0.383013594860887,0.341576451557223,"107/3479",2
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","2/88","55/9397",0.0936487672541571,0.412819055650978,0.368157344951896,"5888/55215",2
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","2/88","60/9397",0.108388845495824,0.466432784857188,0.41597075842527,"5881/5880",2
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","4/88","196/9397",0.111527009192096,0.466432784857188,0.41597075842527,"440686/4688/8358/5880",4
"Cellular Processes","Cell motility","hsa04814","Motor proteins","4/88","197/9397",0.113066558761636,0.466432784857188,0.41597075842527,"7135/8701/3835/29895",4
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","2/88","62/9397",0.114448785173291,0.466432784857188,0.41597075842527,"107/3479",2
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","6/88","362/9397",0.123211267376368,0.478697256205391,0.426908371762118,"8515/3680/1017/3479/898/2277",6
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","2/88","65/9397",0.123697413727426,0.478697256205391,0.426908371762118,"1608/9388",2
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","4/88","204/9397",0.124106696053249,0.478697256205391,0.426908371762118,"1870/3135/1017/898",4
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","2/88","66/9397",0.126820025002804,0.480581147379048,0.428588450147982,"3593/50615",2
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","3/88","134/9397",0.13060745515537,0.482219396076934,0.43004946141364,"107/3778/79924",3
"Metabolism","Metabolism of cofactors and vitamins","hsa00730","Thiamine metabolism","1/88","15/9397",0.131717335039533,0.482219396076934,0.43004946141364,"26289",1
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","2/88","69/9397",0.136298312857461,0.484423587267854,0.432015187475718,"5881/5880",2
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","3/88","138/9397",0.139130159438294,0.484423587267854,0.432015187475718,"925/5881/5880",3
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","3/88","139/9397",0.141290212953124,0.484423587267854,0.432015187475718,"107/5241/3881",3
"Human Diseases","Infectious disease: viral","hsa05162","Measles","3/88","139/9397",0.141290212953124,0.484423587267854,0.432015187475718,"3593/1017/898",3
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","3/88","142/9397",0.14783816826534,0.495708064826775,0.442078829743176,"4688/5881/5880",3
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","2/88","73/9397",0.149171408396946,0.495708064826775,0.442078829743176,"1870/3479",2
"Human Diseases","Cancer: specific types","hsa05214","Glioma","2/88","76/9397",0.158982707317141,0.519553250154173,0.463344272798312,"1870/3479",2
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","3/88","148/9397",0.161223912438753,0.519553250154173,0.463344272798312,"1870/5241/3479",3
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","3/88","150/9397",0.165766746709994,0.519553250154173,0.463344272798312,"1870/1017/898",3
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","2/88","79/9397",0.168911812190335,0.519553250154173,0.463344272798312,"4688/3593",2
"Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","1/88","20/9397",0.171689925087135,0.519553250154173,0.463344272798312,"1718",1
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","1/88","20/9397",0.171689925087135,0.519553250154173,0.463344272798312,"6675",1
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","3/88","154/9397",0.174965722584861,0.519553250154173,0.463344272798312,"6332/107/186",3
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","2/88","81/9397",0.175589755839142,0.519553250154173,0.463344272798312,"925/3135",2
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","4/88","238/9397",0.183597502225193,0.535906222711373,0.477928064113944,"3479/5881/5880/2277",4
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","3/88","160/9397",0.18902745491017,0.539430742429199,0.481071276142999,"925/3680/3135",3
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","2/88","86/9397",0.192460850340441,0.539430742429199,0.481071276142999,"107/3778",2
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","2/88","86/9397",0.192460850340441,0.539430742429199,0.481071276142999,"8515/3680",2
"Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","1/88","23/9397",0.194794434766099,0.539430742429199,0.481071276142999,"186",1
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","5/88","333/9397",0.201438131574,0.547251478091218,0.488045908824039,"8515/3680/3135/1017/898",5
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","2/88","89/9397",0.202685732626377,0.547251478091218,0.488045908824039,"8515/3680",2
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","2/88","90/9397",0.206108396889472,0.54962239170526,0.490160320088024,"107/3479",2
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","2/88","95/9397",0.223310639985234,0.58227671225438,0.519281863267795,"6387/4312",2
"Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","1/88","27/9397",0.224612039308106,0.58227671225438,0.519281863267795,"54511",1
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","2/88","97/9397",0.230225572561391,0.58227671225438,0.519281863267795,"107/3778",2
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","2/88","99/9397",0.237155360249932,0.58227671225438,0.519281863267795,"107/3479",2
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","2/88","100/9397",0.240624908821023,0.58227671225438,0.519281863267795,"6387/2833",2
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","3/88","182/9397",0.24275685020469,0.58227671225438,0.519281863267795,"3593/3135/10189",3
"Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","1/88","30/9397",0.246256370507486,0.58227671225438,0.519281863267795,"55586",1
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","1/88","30/9397",0.246256370507486,0.58227671225438,0.519281863267795,"6470",1
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","2/88","103/9397",0.251047929228079,0.58227671225438,0.519281863267795,"3593/107",2
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","2/88","103/9397",0.251047929228079,0.58227671225438,0.519281863267795,"3593/107",2
NA,NA,"hsa04981","Folate transport and metabolism","1/88","31/9397",0.253337553318988,0.58227671225438,0.519281863267795,"6470",1
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","2/88","105/9397",0.258005175116237,0.58227671225438,0.519281863267795,"7185/6387",2
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","2/88","105/9397",0.258005175116237,0.58227671225438,0.519281863267795,"1301/1295",2
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","1/88","32/9397",0.260352959608538,0.58227671225438,0.519281863267795,"6470",1
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","1/88","32/9397",0.260352959608538,0.58227671225438,0.519281863267795,"332",1
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","2/88","106/9397",0.261485375410532,0.58227671225438,0.519281863267795,"107/3778",2
"Human Diseases","Substance dependence","hsa05034","Alcoholism","3/88","191/9397",0.265452370050867,0.585078693173339,0.5217807059002,"440686/8358/3177",3
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","3/88","196/9397",0.27817872200782,0.606935393471608,0.54127279242351,"1870/3135/4277",3
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","1/88","37/9397",0.294464293550855,0.628289577941695,0.560316728866131,"3593",1
"Metabolism","Carbohydrate metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","1/88","38/9397",0.301097535235419,0.628289577941695,0.560316728866131,"6675",1
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","1/88","38/9397",0.301097535235419,0.628289577941695,0.560316728866131,"3479",1
"Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","1/88","38/9397",0.301097535235419,0.628289577941695,0.560316728866131,"925",1
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","2/88","119/9397",0.306676306374413,0.628289577941695,0.560316728866131,"7185/2277",2
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","1/88","39/9397",0.307669115201151,0.628289577941695,0.560316728866131,"6470",1
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","4/88","300/9397",0.309202554588966,0.628289577941695,0.560316728866131,"3479/5881/5880/2277",4
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","2/88","122/9397",0.317053537016874,0.628289577941695,0.560316728866131,"5881/5880",2
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","2/88","122/9397",0.317053537016874,0.628289577941695,0.560316728866131,"925/3702",2
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","2/88","122/9397",0.317053537016874,0.628289577941695,0.560316728866131,"107/3479",2
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","1/88","41/9397",0.320629551512672,0.629599846606701,0.561485243318841,"6470",1
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","3/88","216/9397",0.32954520143754,0.637898231331012,0.568885849578826,"4688/3593/4312",3
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","3/88","217/9397",0.332121482700031,0.637898231331012,0.568885849578826,"107/5241/332",3
NA,NA,"hsa04081","Hormone signaling","3/88","219/9397",0.337273599835257,0.637898231331012,0.568885849578826,"107/3479/186",3
"Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","1/88","44/9397",0.339621743532715,0.637898231331012,0.568885849578826,"11036",1
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","1/88","44/9397",0.339621743532715,0.637898231331012,0.568885849578826,"55247",1
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","1/88","45/9397",0.345835074717267,0.639521522348129,0.570333521392337,"3135",1
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","4/88","318/9397",0.347663398183744,0.639521522348129,0.570333521392337,"1870/995/113130/898",4
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","2/88","133/9397",0.354769680088734,0.639521522348129,0.570333521392337,"1017/3479",2
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","2/88","133/9397",0.354769680088734,0.639521522348129,0.570333521392337,"968/1522",2
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","3/88","226/9397",0.355289734637849,0.639521522348129,0.570333521392337,"107/5881/5880",3
"Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","1/88","48/9397",0.36413038069348,0.6500178696677,0.579694298972657,"54511",1
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","1/88","50/9397",0.376045267483083,0.655046594970532,0.584178980894773,"1158",1
"Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","1/88","50/9397",0.376045267483083,0.655046594970532,0.584178980894773,"5050",1
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","1/88","50/9397",0.376045267483083,0.655046594970532,0.584178980894773,"6387",1
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","1/88","51/9397",0.381919667446867,0.659957185348187,0.588558308570751,"9388",1
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","2/88","143/9397",0.388432297045926,0.661092792331596,0.589571057488704,"4688/79168",2
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","2/88","144/9397",0.391758691752057,0.661092792331596,0.589571057488704,"6657/3479",2
"Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","2/88","144/9397",0.391758691752057,0.661092792331596,0.589571057488704,"440686/8358",2
"Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","1/88","54/9397",0.399216774207562,0.668455994021964,0.596137655487424,"3135",1
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","2/88","149/9397",0.408269759817135,0.676824309410355,0.603600626813328,"1608/107",2
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","1/88","56/9397",0.410481409873873,0.676824309410355,0.603600626813328,"3593",1
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","3/88","253/9397",0.423987519102551,0.683180733846112,0.609269367903696,"440686/8358/29895",3
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","2/88","154/9397",0.42456697659033,0.683180733846112,0.609269367903696,"26289/6470",2
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","3/88","254/9397",0.426492749638611,0.683180733846112,0.609269367903696,"255231/107/2277",3
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","1/88","59/9397",0.42698795865382,0.683180733846112,0.609269367903696,"107",1
"Organismal Systems","Nervous system","hsa04730","Long-term depression","1/88","60/9397",0.432387943622599,0.684635214858058,0.610566492782771,"3479",1
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","2/88","157/9397",0.434236224238676,0.684635214858058,0.610566492782771,"6657/332",2
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","2/88","159/9397",0.440635062096967,0.684727866280179,0.610649120513025,"4688/3135",2
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","2/88","159/9397",0.440635062096967,0.684727866280179,0.610649120513025,"1870/1017",2
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","1/88","64/9397",0.453489339279523,0.699669266316979,0.623974053294381,"164668",1
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","1/88","65/9397",0.458642338116275,0.702601028603655,0.626588636620219,"107",1
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","2/88","166/9397",0.462720139819616,0.703407488440537,0.627307847878257,"107/3778",2
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","1/88","67/9397",0.468804658035952,0.703407488440537,0.627307847878257,"107",1
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","2/88","168/9397",0.468938325627025,0.703407488440537,0.627307847878257,"3593/50615",2
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","1/88","69/9397",0.47877833926179,0.713214629521011,0.636053982467568,"3778",1
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","2/88","174/9397",0.487338263007262,0.71848067975176,0.640750313813704,"5881/5880",2
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","1/88","72/9397",0.493392719705097,0.71848067975176,0.640750313813704,"3593",1
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","1/88","73/9397",0.498173571251043,0.71848067975176,0.640750313813704,"55586",1
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","1/88","73/9397",0.498173571251043,0.71848067975176,0.640750313813704,"1870",1
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","1/88","75/9397",0.507601858912849,0.71848067975176,0.640750313813704,"6470",1
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","1/88","75/9397",0.507601858912849,0.71848067975176,0.640750313813704,"332",1
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","1/88","75/9397",0.507601858912849,0.71848067975176,0.640750313813704,"107",1
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","1/88","76/9397",0.512250114267459,0.71848067975176,0.640750313813704,"4312",1
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","1/88","76/9397",0.512250114267459,0.71848067975176,0.640750313813704,"107",1
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","1/88","77/9397",0.51685498391068,0.720262429191657,0.642339300887297,"1870",1
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","1/88","78/9397",0.521416868182768,0.721961817483832,0.643854837229733,"3593",1
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","1/88","80/9397",0.530413263749666,0.729740541209731,0.650792003125637,"3479",1
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","1/88","83/9397",0.543595267110917,0.738469042112944,0.658576192527626,"54511",1
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","1/88","83/9397",0.543595267110917,0.738469042112944,0.658576192527626,"81030",1
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","1/88","87/9397",0.560603759350935,0.751285512264614,0.670006085499144,"84679",1
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","1/88","89/9397",0.568871467809055,0.751285512264614,0.670006085499144,"107",1
"Organismal Systems","Digestive system","hsa04976","Bile secretion","1/88","90/9397",0.572947457369949,0.751285512264614,0.670006085499144,"107",1
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","2/88","204/9397",0.573219811534077,0.751285512264614,0.670006085499144,"3593/3479",2
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","2/88","205/9397",0.575899494345369,0.751285512264614,0.670006085499144,"4688/5880",2
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","1/88","91/9397",0.576985345384502,0.751285512264614,0.670006085499144,"107",1
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","1/88","92/9397",0.580985483962427,0.751285512264614,0.670006085499144,"107",1
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","1/88","93/9397",0.584948221996957,0.751285512264614,0.670006085499144,"3593",1
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","1/88","93/9397",0.584948221996957,0.751285512264614,0.670006085499144,"107",1
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","1/88","95/9397",0.592762876100366,0.751285512264614,0.670006085499144,"4312",1
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","1/88","97/9397",0.600432035608096,0.751285512264614,0.670006085499144,"107",1
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","1/88","98/9397",0.604212893765782,0.751285512264614,0.670006085499144,"1608",1
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","1/88","98/9397",0.604212893765782,0.751285512264614,0.670006085499144,"107",1
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","1/88","99/9397",0.607958378801658,0.751285512264614,0.670006085499144,"5880",1
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","1/88","100/9397",0.611668817892372,0.751285512264614,0.670006085499144,"925",1
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","1/88","101/9397",0.615344535223282,0.751285512264614,0.670006085499144,"107",1
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","1/88","101/9397",0.615344535223282,0.751285512264614,0.670006085499144,"2277",1
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","1/88","102/9397",0.618985852015489,0.751285512264614,0.670006085499144,"3881",1
