"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:2001233","regulation of apoptotic signaling pathway","7/69","399/18805",0.0175438596491228,4.7813374014747,4.6330117017329,0.000639198064777398,0.0170812205744129,0.0122570383505824,"8837/1524/64798/2247/3479/138151/7057",7
"BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","5/69","192/18805",0.0260416666666667,7.09729770531401,5.15336678229985,0.000697290180423755,0.0180218956602236,0.012932042256304,"701/891/991/51514/11170",5
"BP","GO:0001660","fever generation","2/69","11/18805",0.181818181818182,49.5520421607378,9.77474554445963,0.000714349349173193,0.0180218956602236,0.012932042256304,"1268/1910",2
"BP","GO:1903348","positive regulation of bicellular tight junction assembly","2/69","11/18805",0.181818181818182,49.5520421607378,9.77474554445963,0.000714349349173193,0.0180218956602236,0.012932042256304,"9076/7122",2
"BP","GO:0031398","positive regulation of protein ubiquitination","4/69","110/18805",0.0363636363636364,9.91040843214756,5.6877755122711,0.000715213230500165,0.0180218956602236,0.012932042256304,"330/991/11170/11065",4
"BP","GO:1900271","regulation of long-term synaptic potentiation","3/69","48/18805",0.0625,17.0335144927536,6.74961320770108,0.000726544332491865,0.0180218956602236,0.012932042256304,"1524/11170/4311",3
"BP","GO:0060291","long-term synaptic potentiation","4/69","111/18805",0.036036036036036,9.82112547329939,5.65647142576914,0.000739914643311129,0.0180218956602236,0.012932042256304,"1524/11170/4311/4915",4
"BP","GO:0070372","regulation of ERK1 and ERK2 cascade","6/69","296/18805",0.0202702702702703,5.5243830787309,4.76129373628199,0.000754543945655074,0.0180218956602236,0.012932042256304,"1490/8837/10979/2247/3357/3479",6
"BP","GO:1901890","positive regulation of cell junction assembly","4/69","112/18805",0.0357142857142857,9.73343685300207,5.62556206586596,0.000765213932614368,0.0180218956602236,0.012932042256304,"9076/7122/10979/4915",4
"BP","GO:0007094","mitotic spindle assembly checkpoint signaling","3/69","49/18805",0.0612244897959184,16.6858917480035,6.67188219304993,0.000771902654518143,0.0180218956602236,0.012932042256304,"701/891/991",3
"BP","GO:0061028","establishment of endothelial barrier","3/69","49/18805",0.0612244897959184,16.6858917480035,6.67188219304993,0.000771902654518143,0.0180218956602236,0.012932042256304,"9076/7122/1910",3
"BP","GO:0071173","spindle assembly checkpoint signaling","3/69","49/18805",0.0612244897959184,16.6858917480035,6.67188219304993,0.000771902654518143,0.0180218956602236,0.012932042256304,"701/891/991",3
"BP","GO:0071174","mitotic spindle checkpoint signaling","3/69","49/18805",0.0612244897959184,16.6858917480035,6.67188219304993,0.000771902654518143,0.0180218956602236,0.012932042256304,"701/891/991",3
"BP","GO:0043122","regulation of canonical NF-kappaB signal transduction","6/69","300/18805",0.02,5.45072463768116,4.71582886203198,0.000809079320889098,0.0186901484406641,0.0134115630213488,"330/8837/1524/1910/3357/64116",6
"BP","GO:0031577","spindle checkpoint signaling","3/69","50/18805",0.06,16.3521739130435,6.59640902546902,0.000819024715764795,0.0186901484406641,0.0134115630213488,"701/891/991",3
"BP","GO:0014842","regulation of skeletal muscle satellite cell proliferation","2/69","12/18805",0.166666666666667,45.4227053140097,9.3413317757986,0.000855187627402758,0.0186901484406641,0.0134115630213488,"8837/2247",2
"BP","GO:2000651","positive regulation of sodium ion transmembrane transporter activity","2/69","12/18805",0.166666666666667,45.4227053140097,9.3413317757986,0.000855187627402758,0.0186901484406641,0.0134115630213488,"288/1756",2
"BP","GO:0033046","negative regulation of sister chromatid segregation","3/69","51/18805",0.0588235294117647,16.0315430520034,6.52308330778368,0.000867937461401442,0.0186901484406641,0.0134115630213488,"701/891/991",3
"BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","3/69","51/18805",0.0588235294117647,16.0315430520034,6.52308330778368,0.000867937461401442,0.0186901484406641,0.0134115630213488,"701/891/991",3
"BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","3/69","51/18805",0.0588235294117647,16.0315430520034,6.52308330778368,0.000867937461401442,0.0186901484406641,0.0134115630213488,"701/891/991",3
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","3/69","51/18805",0.0588235294117647,16.0315430520034,6.52308330778368,0.000867937461401442,0.0186901484406641,0.0134115630213488,"701/891/991",3
"BP","GO:0007051","spindle organization","5/69","206/18805",0.0242718446601942,6.61495708456451,4.91752393019142,0.000956470475054119,0.0203227602901295,0.0145830827007146,"891/991/9787/3832/24137",5
"BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","3/69","53/18805",0.0566037735849057,15.4265791632486,6.38246921321593,0.000971241023784368,0.0203227602901295,0.0145830827007146,"701/891/991",3
"BP","GO:1905819","negative regulation of chromosome separation","3/69","53/18805",0.0566037735849057,15.4265791632486,6.38246921321593,0.000971241023784368,0.0203227602901295,0.0145830827007146,"701/891/991",3
"BP","GO:0031650","regulation of heat generation","2/69","13/18805",0.153846153846154,41.9286510590858,8.95826351171372,0.00100828162844533,0.0209006416064648,0.0149977552602984,"1268/1910",2
"BP","GO:0051985","negative regulation of chromosome segregation","3/69","54/18805",0.0555555555555556,15.1409017713366,6.31499478510689,0.00102568397594107,0.0210645098021972,0.0151153428033421,"701/891/991",3
"BP","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","6/69","316/18805",0.0189873417721519,5.17473858007705,4.54179306909911,0.0010583593573812,0.0215361564648762,0.0154537841464064,"1524/10979/2247/3479/4915/7057",6
"BP","GO:0051651","maintenance of location in cell","5/69","212/18805",0.0235849056603774,6.42774131802024,4.823069997613,0.00108712913443961,0.0218454270882966,0.0156757086789922,"288/1756/2247/3357/5552",5
"BP","GO:0007249","canonical NF-kappaB signal transduction","6/69","318/18805",0.0188679245283019,5.14219305441619,4.52086879672226,0.00109325626997336,0.0218454270882966,0.0156757086789922,"330/8837/1524/1910/3357/64116",6
"BP","GO:0070371","ERK1 and ERK2 cascade","6/69","319/18805",0.0188087774294671,5.12607332697288,4.51047247356715,0.00111103332964395,0.0219517528926647,0.015752005302885,"1490/8837/10979/2247/3357/3479",6
"BP","GO:0072009","nephron epithelium development","4/69","124/18805",0.032258064516129,8.79149135109864,5.28253767405696,0.00111837154051899,0.0219517528926647,0.015752005302885,"1910/2247/8842/4070",4
"BP","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","5/69","214/18805",0.0233644859813084,6.36766896925369,4.79239342341943,0.00113349351779899,0.0219925301491155,0.015781265998511,"330/8837/1524/1910/3357",5
"BP","GO:0010761","fibroblast migration","3/69","56/18805",0.0535714285714286,14.6001552795031,6.1852898169693,0.00114027996715432,0.0219925301491155,0.015781265998511,"4856/2247/7057",3
"BP","GO:0001952","regulation of cell-matrix adhesion","4/69","125/18805",0.032,8.72115942028985,5.2560600436512,0.00115217649560605,0.0220304092004674,0.0158084470177527,"1012/11170/10979/7057",4
"BP","GO:0051231","spindle elongation","2/69","14/18805",0.142857142857143,38.9337474120083,8.61640387527604,0.00117354214357493,0.0220586141902474,0.0158286861827413,"3832/24137",2
"BP","GO:1900272","negative regulation of long-term synaptic potentiation","2/69","14/18805",0.142857142857143,38.9337474120083,8.61640387527604,0.00117354214357493,0.0220586141902474,0.0158286861827413,"1524/11170",2
"BP","GO:0050920","regulation of chemotaxis","5/69","217/18805",0.0230414746543779,6.27963667935617,4.74710458787791,0.00120577162413824,0.0224739618683917,0.0161267288429634,"4856/1012/1524/2247/7057",5
"BP","GO:0033047","regulation of mitotic sister chromatid segregation","3/69","58/18805",0.0517241379310345,14.0967016491754,6.06207449510131,0.00126265574756357,0.0233380870674666,0.0167468025466326,"701/891/991",3
"BP","GO:0042060","wound healing","7/69","450/18805",0.0155555555555556,4.23945249597424,4.22096650594617,0.00128845416230399,0.0234656320675634,0.0168383255119149,"8837/9076/10979/2247/3479/5321/7057",7
"BP","GO:0050890","cognition","6/69","329/18805",0.0182370820668693,4.97026562706489,4.40884431974576,0.00130129519581168,0.0234656320675634,0.0168383255119149,"7122/1268/1524/11170/4311/4915",6
"BP","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","6/69","329/18805",0.0182370820668693,4.97026562706489,4.40884431974576,0.00130129519581168,0.0234656320675634,0.0168383255119149,"25805/4856/91851/10370/4091/7057",6
"BP","GO:0045839","negative regulation of mitotic nuclear division","3/69","59/18805",0.0508474576271186,13.8577745025792,6.00272893182142,0.00132682217002504,0.0237329965573835,0.017030179296077,"701/891/991",3
"BP","GO:0010810","regulation of cell-substrate adhesion","5/69","224/18805",0.0223214285714286,6.08339803312629,4.64466945093919,0.00138766073169508,0.0244272341499976,0.0175283460845695,"1012/11170/10979/4070/7057",5
"BP","GO:0051235","maintenance of location","5/69","224/18805",0.0223214285714286,6.08339803312629,4.64466945093919,0.00138766073169508,0.0244272341499976,0.0175283460845695,"288/1756/2247/3357/5552",5
"BP","GO:0014902","myotube differentiation","4/69","132/18805",0.0303030303030303,8.2586736934563,5.07865157026594,0.0014091631718327,0.0246104245285428,0.0176597987220144,"11096/4856/8837/3479",4
"BP","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","4/69","133/18805",0.0300751879699248,8.19657840252806,5.05437767188918,0.00144887952745649,0.025106365561707,0.0180156730716629,"330/991/11170/11065",4
"BP","GO:1901875","positive regulation of post-translational protein modification","4/69","134/18805",0.0298507462686567,8.1354099069868,5.03035650022627,0.00148937096526103,0.0253050510166575,0.0181582445717746,"330/991/11170/11065",4
"BP","GO:0048545","response to steroid hormone","6/69","338/18805",0.0177514792899408,4.83792127604837,4.3208328439809,0.0014930264821841,0.0253050510166575,0.0181582445717746,"8837/9076/11170/5730/5732/7057",6
"BP","GO:0008543","fibroblast growth factor receptor signaling pathway","4/69","135/18805",0.0296296296296296,8.0751476113795,5.0065834357619,0.00153064549546484,0.0253050510166575,0.0181582445717746,"1490/2247/4915/7057",4
"BP","GO:0014857","regulation of skeletal muscle cell proliferation","2/69","16/18805",0.125,34.0670289855072,8.02998181851096,0.00154020824492731,0.0253050510166575,0.0181582445717746,"8837/2247",2
"BP","GO:0030214","hyaluronan catabolic process","2/69","16/18805",0.125,34.0670289855072,8.02998181851096,0.00154020824492731,0.0253050510166575,0.0181582445717746,"2247/10894",2
