"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","5/110","148/9397",0.0296674376799457,0.292594505154837,0.262252500711995,"2353/3725/3815/5241/7474",5
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","3/110","58/9397",0.0302465377246916,0.292594505154837,0.262252500711995,"4830/6241/7298",3
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","6/110","201/9397",0.0304182406349088,0.292594505154837,0.262252500711995,"2321/3207/3248/8864/8842/862",6
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","4/110","103/9397",0.0324889281786087,0.298307431458134,0.267372997450751,"1277/1287/1288/9630",4
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","6/110","212/9397",0.0379800279202039,0.310004369338077,0.277856964701143,"2263/2321/3397/3815/7057/7074",6
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","6/110","213/9397",0.0387220295334699,0.310004369338077,0.277856964701143,"9582/891/983/7852/2353/3725",6
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","5/110","160/9397",0.0395086449105027,0.310004369338077,0.277856964701143,"1000/9076/23114/6401/1462",5
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","4/110","110/9397",0.0399015524890594,0.310004369338077,0.277856964701143,"25805/3397/7044/7057",4
NA,NA,"hsa04382","Cornified envelope formation","6/110","217/9397",0.0417826375421158,0.312596029018792,0.280179869678126,"9076/1287/1288/3860/3880/6275",6
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","3/110","68/9397",0.0452095121817443,0.326154337882584,0.292332184032332,"3815/8864/862",3
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","2/110","30/9397",0.0477494384819013,0.330115565962709,0.295882633379812,"9429/7298",2
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","6/110","226/9397",0.0492175890777093,0.330115565962709,0.295882633379812,"2353/3725/5350/5733/6662/7074",6
NA,NA,"hsa04981","Folate transport and metabolism","2/110","31/9397",0.0506612997269503,0.330115565962709,0.295882633379812,"9429/7298",2
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","3/110","75/9397",0.0574894296872438,0.355067256640881,0.318246837635391,"5366/5980/7153",3
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","3/110","76/9397",0.0593604855926403,0.355067256640881,0.318246837635391,"51703/2167/6319",3
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","2/110","34/9397",0.0597637956722276,0.355067256640881,0.318246837635391,"79365/8864",2
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","8/110","362/9397",0.0616184220786313,0.355626321710958,0.3187479277451,"1277/1287/1288/2263/2321/3815/4915/7057",8
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","3/110","85/9397",0.0774524050423582,0.434594050515455,0.389526715417708,"4830/6241/7298",3
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","4/110","139/9397",0.0799993749939894,0.434657324857017,0.389583428219942,"891/983/5241/9232",4
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","3/110","87/9397",0.0817672195275577,0.434657324857017,0.389583428219942,"2353/3725/5366",3
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","2/110","42/9397",0.0864217075709315,0.443258774524185,0.397292908901302,"1545/6999",2
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","4/110","144/9397",0.0883916625625477,0.443258774524185,0.397292908901302,"2263/3397/7044/7474",4
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","2/110","43/9397",0.0899683651261959,0.443258774524185,0.397292908901302,"51703/125",2
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","3/110","92/9397",0.0929958925219616,0.447265959272292,0.400884549217479,"983/2982/3357",3
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","3/110","93/9397",0.0953149217691504,0.447758469706242,0.401325986396423,"1164/1287/1288",3
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","3/110","95/9397",0.10002380160465,0.459200180094073,0.411581193205735,"2321/2353/3725",3
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","4/110","155/9397",0.108278193966348,0.486048781804494,0.435645599116066,"2353/2982/3725/6263",4
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","4/110","158/9397",0.114026800054567,0.500726382848316,0.448801135226214,"701/891/983/9232",4
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","3/110","102/9397",0.117215120657246,0.503775624952418,0.451534171400813,"3426/3860/3880",3
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","3/110","103/9397",0.119756906431605,0.503976981233004,0.45171464706658,"2353/9630/3725",3
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","6/110","298/9397",0.13642202899052,0.562392854205815,0.504072803144347,"51554/10563/7852/9518/3598/8743",6
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","3/110","111/9397",0.140801038272498,0.568209607615751,0.509286360135014,"891/983/5241",3
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","2/110","57/9397",0.143458861328729,0.568209607615751,0.509286360135014,"51703/6319",2
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","5/110","238/9397",0.146583271061755,0.569419629893739,0.510370903291939,"2263/2321/3815/4915/7074",5
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","2/110","59/9397",0.151568812253452,0.577677359909381,0.517772307995902,"2167/5733",2
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","3/110","119/9397",0.162986637488358,0.606171679411188,0.543311771019929,"2353/3725/6401",3
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","2/110","63/9397",0.16804759429221,0.606171679411188,0.543311771019929,"1646/1545",2
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","2/110","63/9397",0.16804759429221,0.606171679411188,0.543311771019929,"3248/5730",2
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","2/110","64/9397",0.172215169593401,0.610306390488895,0.547017713205263,"9582/7852",2
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","2/110","68/9397",0.189047564043432,0.635014590583698,0.569163676812903,"125/216",2
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","3/110","128/9397",0.189098623734402,0.635014590583698,0.569163676812903,"2982/4830/6241",3
"Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","1/110","18/9397",0.191149835655951,0.635014590583698,0.569163676812903,"51703",1
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","2/110","69/9397",0.193291530222452,0.635014590583698,0.569163676812903,"2353/3725",2
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","2/110","71/9397",0.201816253171872,0.635014590583698,0.569163676812903,"1646/1545",2
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","2/110","71/9397",0.201816253171872,0.635014590583698,0.569163676812903,"2263/3815",2
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","3/110","133/9397",0.204049192394322,0.635014590583698,0.569163676812903,"891/10365/8743",3
NA,NA,"hsa04082","Neuroactive ligand signaling","4/110","199/9397",0.204336378158121,0.635014590583698,0.569163676812903,"3357/6505/6863/6865",4
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","4/110","203/9397",0.214104619188621,0.655289895092446,0.587336435413761,"9076/2353/3725/8743",4
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","2/110","78/9397",0.231952010957956,0.691732001644985,0.619999501213848,"2353/3725",2
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","2/110","79/9397",0.236284693631208,0.691732001644985,0.619999501213848,"125/1545",2
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","2/110","79/9397",0.236284693631208,0.691732001644985,0.619999501213848,"2353/3725",2
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","2/110","81/9397",0.244963419549528,0.699276883090957,0.626761979633374,"4830/6241",2
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","4/110","216/9397",0.24669360980685,0.699276883090957,0.626761979633374,"2353/3725/6401/8743",4
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","4/110","217/9397",0.249247205854202,0.699276883090957,0.626761979633374,"1545/2353/3725/5241",4
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","3/110","149/9397",0.253495648760186,0.701453713007639,0.628713072628004,"3815/2206/5737",3
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","4/110","224/9397",0.267278916138533,0.71058162814404,0.63689442439174,"701/2353/3725/9232",4
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","1/110","27/9397",0.272663470751451,0.71058162814404,0.63689442439174,"6319",1
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","4/110","227/9397",0.275082236110969,0.71058162814404,0.63689442439174,"1646/1545/2353/3725",4
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","2/110","88/9397",0.275409315502833,0.71058162814404,0.63689442439174,"3426/7056",2
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","3/110","157/9397",0.278861391283835,0.71058162814404,0.63689442439174,"10396/51454/7057",3
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","3/110","157/9397",0.278861391283835,0.71058162814404,0.63689442439174,"891/983/2305",3
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","2/110","90/9397",0.284107707552646,0.71058162814404,0.63689442439174,"2353/3725",2
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","4/110","232/9397",0.288173267744327,0.71058162814404,0.63689442439174,"7852/2263/28984/7074",4
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","2/110","91/9397",0.288453928256492,0.71058162814404,0.63689442439174,"2353/3725",2
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","2/110","93/9397",0.29713771529121,0.723154439624391,0.648163437287104,"2353/3725",2
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","2/110","95/9397",0.305806505626534,0.724161249005468,0.649065840692759,"2353/3725",2
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","1/110","32/9397",0.314374642851402,0.724161249005468,0.649065840692759,"5366",1
"Human Diseases","Immune disease","hsa05310","Asthma","1/110","32/9397",0.314374642851402,0.724161249005468,0.649065840692759,"2206",1
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","2/110","97/9397",0.31445632169441,0.724161249005468,0.649065840692759,"2982/6263",2
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","3/110","170/9397",0.32053528784054,0.724161249005468,0.649065840692759,"9076/3725/7074",3
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","2/110","99/9397",0.323083375837952,0.724161249005468,0.649065840692759,"2353/3725",2
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","2/110","99/9397",0.323083375837952,0.724161249005468,0.649065840692759,"2353/3725",2
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","2/110","100/9397",0.327387233858861,0.724161249005468,0.649065840692759,"3815/4311",2
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","2/110","101/9397",0.331684063764253,0.724161249005468,0.649065840692759,"3815/7474",2
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","3/110","174/9397",0.333400971076775,0.724161249005468,0.649065840692759,"25805/3725/7474",3
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","1/110","36/9397",0.346029544260924,0.737632583353521,0.661140199774912,"125",1
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","2/110","105/9397",0.348792802706616,0.737632583353521,0.661140199774912,"267/3725",2
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","5/110","333/9397",0.350707564992287,0.737632583353521,0.661140199774912,"1277/1287/1288/7057/7474",5
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","1/110","38/9397",0.361309511709677,0.737632583353521,0.661140199774912,"9351",1
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","3/110","184/9397",0.365511226071367,0.737632583353521,0.661140199774912,"22885/7852/7474",3
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","2/110","109/9397",0.365757134920643,0.737632583353521,0.661140199774912,"2353/3725",2
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","2/110","109/9397",0.365757134920643,0.737632583353521,0.661140199774912,"2353/3725",2
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","1/110","39/9397",0.36881629167676,0.737632583353521,0.661140199774912,"7298",1
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","1/110","41/9397",0.383568548682651,0.751915567869647,0.673942041029595,"7057",1
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","1/110","42/9397",0.390816032612205,0.751915567869647,0.673942041029595,"51703",1
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","2/110","115/9397",0.390883524304226,0.751915567869647,0.673942041029595,"1843/3357",2
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","3/110","193/9397",0.394211447383569,0.751915567869647,0.673942041029595,"10563/7852/7074",3
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","2/110","116/9397",0.395029830335154,0.751915567869647,0.673942041029595,"9076/7852",2
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","3/110","196/9397",0.403711655784129,0.751915567869647,0.673942041029595,"2353/3725/4277",3
"Cellular Processes","Cell motility","hsa04814","Motor proteins","3/110","197/9397",0.406869506282721,0.751915567869647,0.673942041029595,"3832/10112/24137",3
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","2/110","120/9397",0.411486223593964,0.751915567869647,0.673942041029595,"3725/4915",2
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","1/110","45/9397",0.412055707807704,0.751915567869647,0.673942041029595,"9429",1
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","2/110","122/9397",0.419633491067903,0.751915567869647,0.673942041029595,"2206/259230",2
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","2/110","122/9397",0.419633491067903,0.751915567869647,0.673942041029595,"2353/3725",2
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","1/110","47/9397",0.425806121924249,0.751915567869647,0.673942041029595,"125",1
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","3/110","205/9397",0.431949403254486,0.751915567869647,0.673942041029595,"983/3725/5366",3
NA,NA,"hsa03272","Virion - Hepatitis viruses","1/110","48/9397",0.432561344019258,0.751915567869647,0.673942041029595,"9076",1
"Organismal Systems","Immune system","hsa04611","Platelet activation","2/110","126/9397",0.435756629306977,0.751915567869647,0.673942041029595,"1277/2982",2
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","5/110","370/9397",0.437188192778265,0.751915567869647,0.673942041029595,"3357/5733/5737/6863/6865",5
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","1/110","49/9397",0.439237806973358,0.751915567869647,0.673942041029595,"3725",1
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","1/110","50/9397",0.445836420712439,0.756797957848006,0.678318127930469,"7852",1
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","1/110","52/9397",0.458803688285255,0.772319541946846,0.692230126184771,"1545",1
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","2/110","134/9397",0.467271032012544,0.780072301376313,0.699178925673402,"4277/8743",2
"Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","1/110","55/9397",0.47769287601966,0.780420517356787,0.699491031711138,"259230",1
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","1/110","55/9397",0.47769287601966,0.780420517356787,0.699491031711138,"5980",1
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","2/110","138/9397",0.48263959475858,0.780420517356787,0.699491031711138,"2353/3725",2
"Human Diseases","Infectious disease: viral","hsa05162","Measles","2/110","139/9397",0.486439609353063,0.780420517356787,0.699491031711138,"2353/3725",2
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","2/110","140/9397",0.490222509658629,0.780420517356787,0.699491031711138,"10365/6263",2
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","2/110","143/9397",0.501467324122983,0.780420517356787,0.699491031711138,"2353/3725",2
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","1/110","59/9397",0.501865803695344,0.780420517356787,0.699491031711138,"6241",1
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","2/110","144/9397",0.50518059186684,0.780420517356787,0.699491031711138,"125/6319",2
"Organismal Systems","Nervous system","hsa04730","Long-term depression","1/110","60/9397",0.507733737042261,0.780420517356787,0.699491031711138,"2982",1
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","4/110","318/9397",0.513969431840721,0.780420517356787,0.699491031711138,"1545/3236/4082/7057",4
"Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","1/110","63/9397",0.524929684762962,0.780420517356787,0.699491031711138,"2122",1
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","1/110","63/9397",0.524929684762962,0.780420517356787,0.699491031711138,"7474",1
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","2/110","150/9397",0.527085714531311,0.780420517356787,0.699491031711138,"2263/7474",2
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","2/110","154/9397",0.541326369146991,0.780420517356787,0.699491031711138,"4830/6999",2
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","1/110","66/9397",0.541530211314273,0.780420517356787,0.699491031711138,"3725",1
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","1/110","67/9397",0.546934956438636,0.780420517356787,0.699491031711138,"125",1
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","2/110","157/9397",0.551813295039828,0.780420517356787,0.699491031711138,"3397/7474",2
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","2/110","157/9397",0.551813295039828,0.780420517356787,0.699491031711138,"2353/3725",2
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","2/110","158/9397",0.555271776537635,0.780420517356787,0.699491031711138,"64798/7474",2
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","1/110","69/9397",0.557555750914438,0.780420517356787,0.699491031711138,"2206",1
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","1/110","69/9397",0.557555750914438,0.780420517356787,0.699491031711138,"2982",1
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","1/110","70/9397",0.562773253851768,0.780420517356787,0.699491031711138,"51703",1
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","1/110","70/9397",0.562773253851768,0.780420517356787,0.699491031711138,"3725",1
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","3/110","251/9397",0.566965860007207,0.780420517356787,0.699491031711138,"2353/3725/8743",3
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","1/110","71/9397",0.567929782432909,0.780420517356787,0.699491031711138,"2353",1
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","1/110","71/9397",0.567929782432909,0.780420517356787,0.699491031711138,"3725",1
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","2/110","163/9397",0.572283562874001,0.781089727706407,0.700090845052121,"2353/3725",2
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","1/110","73/9397",0.578062732885135,0.783682362703337,0.702414624205179,"125",1
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","2/110","166/9397",0.582264973902395,0.784116831521892,0.702804038675171,"2982/5350",2
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","2/110","170/9397",0.595309022620637,0.794215457349593,0.711855438583272,"6595/7474",2
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","1/110","77/9397",0.597627472857119,0.794215457349593,0.711855438583272,"2122",1
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","2/110","173/9397",0.604893307946696,0.796286609720364,0.713711812776981,"8743/7177",2
"Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","1/110","79/9397",0.607069989588792,0.796286609720364,0.713711812776981,"6505",1
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","1/110","80/9397",0.611708570952307,0.797194395692684,0.714525461485887,"2263",1
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","3/110","271/9397",0.61934152036163,0.80196786610929,0.718803923766534,"1843/6263/7345",3
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","1/110","83/9397",0.625301222449362,0.804527687482619,0.72109829206363,"51703",1
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","1/110","86/9397",0.638422220550033,0.811077286484947,0.726968698673324,"3725",1
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","1/110","86/9397",0.638422220550033,0.811077286484947,0.726968698673324,"1000",1
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","1/110","87/9397",0.642693894456111,0.81140104175084,0.727258880568757,"845",1
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","1/110","89/9397",0.651087786255107,0.816892750456718,0.732181099940362,"5334",1
"Organismal Systems","Digestive system","hsa04976","Bile secretion","1/110","90/9397",0.655211157925921,0.816991690747136,0.732269780138132,"9429",1
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","1/110","93/9397",0.667293760211206,0.826953003451924,0.741198106272699,"3725",1
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","1/110","99/9397",0.690214310502263,0.844989640736104,0.757364347090203,"4082",1
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","1/110","99/9397",0.690214310502263,0.844989640736104,0.757364347090203,"3357",1
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","2/110","205/9397",0.696632029514243,0.84770885519203,0.759801579432148,"1277/5350",2
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","1/110","103/9397",0.704618171631366,0.849568853126359,0.761468695871463,"259230",1
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","1/110","105/9397",0.711569204034865,0.849568853126359,0.761468695871463,"3725",1
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","1/110","105/9397",0.711569204034865,0.849568853126359,0.761468695871463,"5350",1
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","1/110","106/9397",0.714983688274659,0.849568853126359,0.761468695871463,"2263",1
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","1/110","110/9397",0.728245675479796,0.854988338114496,0.766326181113566,"2321",1
NA,NA,"hsa04081","Hormone signaling","2/110","219/9397",0.730939898198601,0.854988338114496,0.766326181113566,"9630/4883",2
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","1/110","115/9397",0.743966208515908,0.854988338114496,0.766326181113566,"2353",1
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","2/110","226/9397",0.746838990905904,0.854988338114496,0.766326181113566,"7852/5733",2
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","1/110","116/9397",0.747000437891393,0.854988338114496,0.766326181113566,"6505",1
