GEN1,GEN2
AURKA,ANLN
AURKA,ASPM
AURKA,CDKN3
UBE2C,SHCBP1
IGF2BP1,LINC03044
IGF2BP1,HOXB13
LINC03044,SRD5A2
LINC03044,LOC105371664
LINC03044,ADAMTS19
HASPIN,KIF11
HASPIN,CLSPN
HASPIN,FAM72B
HASPIN,KIF14
HASPIN,ARHGAP11A
HASPIN,CEP55
HASPIN,ANLN
HASPIN,ASPM
HASPIN,MAD2L1
HASPIN,GTSE1
HASPIN,SHCBP1
HASPIN,CKAP2L
HASPIN,BUB1B
HASPIN,KIF23
HASPIN,DEPDC1
HASPIN,ERCC6L
HASPIN,DRAXIN
HASPIN,KIF4A
HASPIN,HMMR
HASPIN,NCAPG
HASPIN,LOC107985017
HASPIN,DIAPH3
HASPIN,TPX2
HASPIN,CDKN3
HASPIN,LIPG
HASPIN,TTK
HASPIN,BUB1
HASPIN,KIF18A
HASPIN,NT5DC4
HASPIN,E2F7
HASPIN,DEPDC1B
HASPIN,NCAPH
HASPIN,CDCA8
HASPIN,CCNB1
HASPIN,ESCO2
HASPIN,NUF2
HASPIN,TOP2A
HASPIN,KIF18B
HASPIN,PBK
HASPIN,POLQ
HASPIN,PLK1
HASPIN,FAM72A
HASPIN,NEIL3
HASPIN,DLGAP5
HASPIN,ZWINT
HASPIN,FAM72D
HASPIN,LMNB1
HASPIN,CDCA2
HASPIN,MELK
HASPIN,CENPE
HASPIN,HMMR-AS1
HASPIN,HJURP
HASPIN,KIFC1
HASPIN,UHRF1
HASPIN,FAM72C
KIF11,SHCBP1
KIF11,SRL
IFI30,LINC02541
IFI30,ADAMDEC1
IFI30,KCNN4
IFI30,LINC00944
IFI30,CXCL9
LINC02541,C5orf46
LINC02541,SDS
LINC02541,KCNN4
LINC02541,APOC4-APOC2
LINC02541,SERPINA1
LINC02541,CLDN14
LINC02541,C15orf48
LINC02541,LINC01943
LINC02541,SOCAR
LINC02541,NECTIN4
LINC02541,MIR147B
LINC02541,LOC105378305
LINC02541,ATP6V0D2
LINC02541,RUNX3
LINC02541,APOC2
LINC02541,ILDR1
LINC02541,AQP9
LINC02541,STEAP3
LINC02541,SIGLEC12
RUNX3-AS1,LOC102723834
RUNX3-AS1,RUNX3
LOC102723834,RUNX3
LOC102723834,LOC102723724
LOC102723834,STEAP3
LOC102723834,LOC105375690
LOC102723834,LOC107984475
LOC102723834,DLX5
LOC102723834,MIR31HG
LOC102723834,LOC105377123
LOC102723834,LOC105370924
LOC102723834,OBP2A
LOC102723834,SLC12A8
LOC102723834,EN1
LOC102723834,IFNE
LOC102723834,RFX8
LOC102723834,LOC105378305
LOC102723834,ATP6V0D2
LOC102723834,RUNX2
ZWINT,FOXE3
ZWINT,BBOX1-AS1
ZWINT,SHCBP1
ELAVL3,FAM95C
ELAVL3,RFX8
ELAVL3,CDKN2A-AS1
ELAVL3,LINC01583
ELAVL3,IGFBPL1
ELAVL3,ANKRD18A
ELAVL3,DPYSL5
ELAVL3,NRXN1
ELAVL3,LRRC15
ELAVL3,FAM201A
ELAVL3,VEPH1
ELAVL3,SLC12A8
ELAVL3,LOC105376042
ELAVL3,DRD2
FAM95C,FAM30C
FAM95C,CRYBG2
SHCBP1,SKA3
SHCBP1,WDR62
SHCBP1,H3C3
SHCBP1,CEP55
SHCBP1,PCLAF
SHCBP1,AURKB
SHCBP1,ESPL1
SHCBP1,ZIC2
SHCBP1,KIFC1
SHCBP1,SGO1-AS1
SHCBP1,UHRF1
SHCBP1,NEK2
SHCBP1,FAM72C
SHCBP1,LOC112268460
SHCBP1,KIF4A
SHCBP1,SGO1
SHCBP1,CLSPN
SHCBP1,CCNF
SHCBP1,CDCA5
SHCBP1,FAM72B
SHCBP1,NCAPG
SHCBP1,TROAP
SHCBP1,ARHGAP11A
SHCBP1,MCM10
SHCBP1,TPX2
SHCBP1,ASPM
SHCBP1,RRM2
SHCBP1,HJURP
SHCBP1,CDKN3
SHCBP1,MAD2L1
SHCBP1,NUSAP1
SHCBP1,TACC3
SHCBP1,BUB1
SHCBP1,KIF14
SHCBP1,KIF18A
SHCBP1,GTSE1
SHCBP1,CDC20
SHCBP1,KIF4B
SHCBP1,FAM111B
SHCBP1,CKAP2L
SHCBP1,BUB1B
SHCBP1,NCAPH
SHCBP1,CDCA8
SHCBP1,CCNB1
SHCBP1,ESCO2
SHCBP1,FOXM1
SHCBP1,KIF23
SHCBP1,CDC25C
SHCBP1,DEPDC1
SHCBP1,TOP2A
SHCBP1,KIF18B
SHCBP1,ERCC6L
SHCBP1,HMMR
SHCBP1,EXO1
SHCBP1,IRX5
SHCBP1,KIF2C
SHCBP1,PLK1
SHCBP1,LOC100288637
SHCBP1,NEIL3
SHCBP1,APOBEC3B
SHCBP1,DIAPH3
SHCBP1,BIRC5
SHCBP1,DLGAP5
SHCBP1,PRR11
SHCBP1,FAM72D
SHCBP1,LMNB1
SHCBP1,MKI67
SHCBP1,SPC25
SHCBP1,LIPG
SHCBP1,CDCA2
SHCBP1,TTK
SHCBP1,CENPE
SHCBP1,NT5DC4
SHCBP1,E2F7
SHCBP1,APOBEC3B-AS1
SHCBP1,LOC105369315
SHCBP1,LHX2
SHCBP1,DEPDC1B
SHCBP1,SAPCD2
SHCBP1,CDC45
SHCBP1,NUF2
SHCBP1,PBK
SHCBP1,POLQ
SHCBP1,FAM72A
SHCBP1,CENPF
SHCBP1,PTTG1
SHCBP1,MELK
SHCBP1,ANLN
SHCBP1,SKA1
SHCBP1,IRX3
SIX1,CDC20B
SIX1,AQP7
NUSAP1,MCIDAS
ADAMDEC1,TMEM244
ADAMDEC1,UBD
ADAMDEC1,SERPINA1
ADAMDEC1,HMSD
ADAMDEC1,LINC01943
ADAMDEC1,MIR147B
ADAMDEC1,IL21R
ADAMDEC1,ZBED2
ADAMDEC1,LINC02195
ADAMDEC1,PLP1
ADAMDEC1,CD80
ADAMDEC1,NBPF6
ADAMDEC1,ICOS
ADAMDEC1,CXCL10
ADAMDEC1,NYAP2
ADAMDEC1,SDS
ADAMDEC1,APOC2
ADAMDEC1,AIM2
ADAMDEC1,APOC4-APOC2
ADAMDEC1,CXCL9
ADAMDEC1,DNAJC5B
ADAMDEC1,C15orf48
TMEM244,LINC01857
TMEM244,ZIC1
RFX8,KCNN4
RFX8,RUNX3
H3C3,SOX11
H3C3,DLX1
SRL,ERCC6L
SRL,KIF2C
SRL,LOC107985017
SRL,MKRN3
SRL,ATP1A2
SRL,LIPG
SRL,TTK
SRL,H2AC16
SRL,HOXD13
SRL,AQP7
SRL,MELK
SRL,UHRF1
SRL,H3C8
SRL,MAD2L1
SRL,SMOC2
SRL,KIF18A
SRL,NCAPH
SRL,PCLAF
SRL,ULBP1
LOC105376042,LOC105376041
C5orf46,KCNN4
C5orf46,RUNX3
SYT4,CLGN
SYT4,LRRC37A8P
SYT4,IL36G
SYT4,NOS2P3
SYT4,PRC1
SYT4,PRC1-AS1
SYT4,SOX9-AS1
SYT4,GS1-24F4.2
CLGN,LOC100506071
RUNX3,LINC01943
RUNX3,MIR147B
RUNX3,ATP6V0D2
RUNX3,LOC105377123
RUNX3,MMP12
RUNX3,OBP2A
RUNX3,SOCAR
RUNX3,EN1
RUNX3,AQP9
RUNX3,ULBP2
RUNX3,SLC6A7
RUNX3,LOC105378305
RUNX3,LGI3
RUNX3,RUNX2
RUNX3,SDS
RUNX3,MGC12916
RUNX3,CLDN14
RUNX3,IRX3
RUNX3,STEAP3
RUNX3,AK5
RUNX3,KCNN4
LINC01943,LINC00944
LINC01943,KCNN4
LRRC37A8P,LMO1
LMO1,LOC105369685
KCNN4,SOCAR
KCNN4,SLC6A7
KCNN4,LOC105378305
KCNN4,SDS
KCNN4,APOC4-APOC2
KCNN4,CLDN14
KCNN4,STEAP3
KCNN4,AK5
KCNN4,COL8A1
KCNN4,LRRC15
KCNN4,APOC2
KCNN4,LAMB3
KCNN4,SERPINA1
KCNN4,ST14
KCNN4,C15orf48
KCNN4,MIR147B
KCNN4,EXOC3L4
KCNN4,CD70
KCNN4,IL21R
KCNN4,LOC105377123
HJURP,PAX9
HJURP,H2AC13
HJURP,TENM2
PCLAF,DLX1
UBD,CXCL9
KIF2C,TCF21
FMO3,LAMB3
FMO3,MIR4260
LUARIS,AKR1B10
LUARIS,IFNE
AKR1B10,MESP2
MCM10,C10orf88B
C10orf88B,H2AC16
C10orf88B,LOC105373150
KRT8,WNT7B
KRT8,NECTIN4
WNT7B,TMEM171
WNT7B,SLC6A7
WNT7B,S100A2
SDS,SLC12A5-AS1
SDS,LINC00944
SLC12A5-AS1,NKX6-1
AURKB,DLX1
CCNO,MCIDAS
ESPL1,GLB1L3
IDO1,ZBED2
IDO1,KLHDC7B
IDO1,JCHAIN
IDO1,TMPRSS3
ZBED2,CXCL9
LINC00601,E2F7
LINC00601,LOC105372613
TBX4,CCDC194
TBX4,LOC105370960
MMP9,NKX6-1
MMP9,DDN
APOC2,NECTIN4
NECTIN4,LOC105378305
NECTIN4,SOWAHB
NECTIN4,MIR9898
NECTIN4,APOC4-APOC2
NECTIN4,STEAP3
NECTIN4,OSM
NECTIN4,OLR1
NECTIN4,ST14
NECTIN4,TMEM52B
NECTIN4,GLYATL2
NECTIN4,IL21R
DIAPH3,MKX
DIAPH3,TFR2
MKRN3,LOC105377508
LOC105377508,DLX1
GALNT9,SCN7A
GALNT9,CRISP2
GALNT9,DACT2
SGO1-AS1,NDST3
OBP2A,LINC00942
OBP2A,DLX1
UHRF1,DLX1
CSAG1,LOC107985436
CSAG1,CSAG3
CSAG1,CSAG2
CSAG1,DRAXIN
CSAG1,LINC01050
LOC107985436,LOC105374986
PRR11,LOC107984763
PRR11,LOC105370960
PRR11,LOC105372115
H2AC16,PRAME
COCH,MAP3K9-DT
COCH,HTR1D
COCH,LOC100506071
DLX1,IRX3
DLX1,FOXD1
DLX1,TACR2
DLX1,ISL2
DLX1,MTFR2
DLX1,CDCA5
DLX1,LOC107985492
DLX1,RRM2
DLX1,ATP6V0D2
DLX1,ULBP1
DLX1,ADAMTS19
DLX1,SALL4
DLX1,ULBP2
DLX1,ZFHX4-AS1
DLX1,LOC105378305
DLX1,IGF2BP3
DLX1,BIRC5
PBK,RIBC2
HOXB13,MIR3185
HOXB13,DLX4
SOX11,LINC01971
TFR2,ST6GALNAC5
MIR147B,LINC00944
LOC112268460,LINC02475
PBX4,LINC01152
PBX4,HOOK1
PBX4,DPYSL5
PBX4,DGAT2
DLX6,DLX6-AS1
DLX6,DLX5
DLX6-AS1,LUCAT1
HOOK1,LGR5
CHST6,SOX9
SOX9,ERN2
SOX9,HOXC11
SOX9,FOLR1
PRAC2,MUC15
PRAC2,WWC1
MUC15,MIR3185
LINC00944,FGF5
LINC00944,TMEM52B
LINC00944,C15orf48
LINC00944,IL21R
LINC00944,LINC01857
LINC00944,TRAC
LINC00944,CLDN14
CENPA,LRRC55
LINC01551,FOXG1
SH2D4A,SPINK1
SH2D4A,HS3ST3A1
SLC6A7,OSM
SLC6A7,LOC107986951
HMSD,TFAP2A-AS1
LIPG,LINC01016
SFRP1,ASIC2
SFRP1,LINC02475
STEAP3,RUNX2-AS1
HS3ST2,LOC107984851
CDKN2B-AS1,MTTP
CDKN2B-AS1,LOC107986606
HS3ST3A1,MGC12916
LOC105370960,ACAN
LOC105370960,LINC00862
LOC105370960,LMOD3
MIR31HG,IFNE
IFNE,LOC105375690
CXCL9,TNFRSF9
CXCL9,ALPK2
CXCL9,TRAT1
CXCL9,GBP5
CXCL9,ICOS
CXCL9,LINC01050
CXCL9,CXCR2P1
CXCL9,LINC02195
CXCL9,CD80
CXCL9,SIRPG
CXCL9,PLA2G2D
CXCL9,PDCD1
LINC01857,CCL18
LINC01857,DNAJC5B
LOC105372613,LOC105377043
LOC105371664,MGST1
PTPRN,VEGFD
PTPRN,TFAP2A
TMPRSS3,PRSS21
AQP9,SIGLEC15
ULBP1,LOC105371275
ULBP1,RAET1K
MMP12,FAM167A
LOC105370924,LRRC15
MIR3185,LPAR3
FGF5,LINC03016
EYA2-AS1,BBOX1
EYA2-AS1,GPR87
BBOX1,LGR5
INAVA,FOXD3-AS1
INAVA,CRYBG2
FOXD3-AS1,RAB3B
H2AC13,H2BC9
CENPE,LOC105375894
LOC105375894,LOC105378523
KIF18B,LOC151760
LOC107985492,RIPK4
IQGAP3,DUSP5P1
PDCD1,IGLV3-1
PDCD1,IGHG3
PDCD1,IGKJ5
KIF18A,COL11A1
DDN,ASIC5
EN1,CYP2J2
RAB3B,NMU
DPYSL5,IRF6
COL11A1,CPLX3
CPLX3,GATA3
DACT2,GATA5
GATA5,KLK5
NRXN1,KCNB2
IGF2BP3,ZNF560
GATA3,SLC27A2
LOC107986606,CDKN2A
ZIC1,ZIC4
NEIL3,PRRG4
HOXC11,HOXC13
HOXC11,ADAMTS19
KLK5,CMTM5
LOC105370953,PITX1
OLR1,DCC
CRYBG2,BARX2
CRISP2,GPR22
IGKJ5,RIPPLY3
SALL4,IRS4
GAGE12H,GAGE2A
LOC107985513,CYP2J2
