"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0071173","spindle assembly checkpoint signaling","18/181","46/18870",4.44965955142579e-25,2.33490030145869e-23,1.94626383149621e-23,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:0071174","mitotic spindle checkpoint signaling","18/181","46/18870",4.44965955142579e-25,2.33490030145869e-23,1.94626383149621e-23,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","28/181","196/18870",6.14227305553566e-25,3.14043396736874e-23,2.61771907009198e-23,"83540/55143/983/83903/699/51512/701/7272/1063/2146/63967/57082/11130/147841/641/90381/57405/990/9212/4998/9319/144455/332/991/5347/51514/891/56155",28
"BP","GO:0031577","spindle checkpoint signaling","18/181","47/18870",7.1524010640097e-25,3.56547193040883e-23,2.97201086317666e-23,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:0033046","negative regulation of sister chromatid segregation","18/181","48/18870",1.13500287205405e-24,5.14362665199041e-23,4.28748692577356e-23,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","18/181","48/18870",1.13500287205405e-24,5.14362665199041e-23,4.28748692577356e-23,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","18/181","48/18870",1.13500287205405e-24,5.14362665199041e-23,4.28748692577356e-23,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","18/181","48/18870",1.13500287205405e-24,5.14362665199041e-23,4.28748692577356e-23,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:0051310","metaphase chromosome alignment","22/181","96/18870",1.56672291144403e-24,6.942323300932e-23,5.78679643782486e-23,"81610/1062/83540/55143/4751/1063/57082/147841/113130/81930/29127/9928/57405/9212/332/151648/10615/1894/3833/891/11004/56155",22
"BP","GO:0051985","negative regulation of chromosome segregation","18/181","50/18870",2.75740983926457e-24,1.14547400406116e-22,9.54813626359378e-23,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","18/181","50/18870",2.75740983926457e-24,1.14547400406116e-22,9.54813626359378e-23,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:1905819","negative regulation of chromosome separation","18/181","50/18870",2.75740983926457e-24,1.14547400406116e-22,9.54813626359378e-23,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:0050000","chromosome localization","23/181","116/18870",4.83379614115445e-24,1.96705908274734e-22,1.63964857290717e-22,"81610/1062/83540/55143/4751/1063/57082/147841/9787/113130/81930/29127/9928/57405/9212/332/151648/10615/1894/3833/891/11004/56155",23
"BP","GO:0051784","negative regulation of nuclear division","19/181","63/18870",7.34378636296072e-24,2.91333920085847e-22,2.42842347999552e-22,"83540/55143/83903/699/701/7272/1063/57082/286151/11130/147841/57405/9212/9319/332/991/5347/891/56155",19
"BP","GO:1903046","meiotic cell cycle process","28/181","214/18870",7.45136906939728e-24,2.91333920085847e-22,2.42842347999552e-22,"675/7153/83540/4603/7272/10635/2177/1164/286151/81930/6790/23397/898/9133/9319/83990/991/5347/9232/151648/259266/5888/9700/995/84057/9088/56155/56603",28
"BP","GO:0051303","establishment of chromosome localization","22/181","108/18870",2.59195727405536e-23,9.93915923935845e-22,8.28481889824578e-22,"81610/1062/83540/55143/4751/1063/57082/147841/113130/81930/29127/9928/57405/9212/332/151648/10615/1894/3833/891/11004/56155",22
"BP","GO:0045930","negative regulation of mitotic cell cycle","29/181","248/18870",2.88047428261264e-23,1.08371051311879e-21,9.03330465192721e-22,"83540/55143/983/83903/699/51512/701/7272/1063/2146/2177/63967/57082/11130/147841/641/90381/57405/990/9212/4998/9319/144455/332/991/5347/51514/891/56155",29
"BP","GO:0045839","negative regulation of mitotic nuclear division","18/181","56/18870",3.08669700301084e-23,1.13979144888956e-21,9.50076913792225e-22,"83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/891/56155",18
"BP","GO:2001251","negative regulation of chromosome organization","21/181","94/18870",3.31352046482799e-23,1.20130178306673e-21,1.001349055304e-21,"7153/83540/55143/83903/699/701/7272/1063/57082/11130/147841/57405/9212/9319/332/991/5347/80119/891/9700/56155",21
"BP","GO:0140013","meiotic nuclear division","26/181","194/18870",1.7830656928437e-22,6.34898748487559e-21,5.2922194154139e-21,"675/7153/83540/4603/7272/10635/2177/1164/286151/81930/6790/23397/898/9133/9319/83990/991/5347/9232/151648/259266/5888/9700/84057/56155/56603",26
"BP","GO:0008608","attachment of spindle microtubules to kinetochore","16/181","49/18870",6.65234704788145e-21,2.32715438832906e-19,1.93980720011169e-19,"1062/83540/55143/4751/57082/147841/29127/57405/9212/332/151648/10615/1894/891/11004/56155",16
"BP","GO:0000910","cytokinesis","23/181","188/18870",4.56969677122216e-19,1.57103023479603e-17,1.3095374231869e-17,"675/9055/54443/55143/128239/24137/10112/51203/79733/29127/6790/9928/990/9212/11113/285643/144455/332/5347/55165/1894/9700/56155",23
"BP","GO:0051225","spindle assembly","19/181","133/18870",3.23926818545331e-17,1.09476284098202e-15,9.12543169461335e-16,"6491/9055/55143/24137/4751/22974/29127/6790/9212/9133/3832/285643/4605/332/991/5347/10615/259266/3833",19
"BP","GO:0061982","meiosis I cell cycle process","19/181","136/18870",4.98157385115496e-17,1.6555430432005e-15,1.3799833528024e-15,"675/7153/4603/10635/2177/1164/6790/898/9133/9319/83990/991/5347/9232/5888/9700/995/84057/9088",19
"BP","GO:0032465","regulation of cytokinesis","16/181","93/18870",5.25611479486599e-16,1.71814637720701e-14,1.43216656791948e-14,"675/9055/55143/10112/79733/29127/6790/9928/990/9212/11113/144455/332/5347/1894/56155",16
"BP","GO:0140694","non-membrane-bounded organelle assembly","27/181","408/18870",2.41261546409194e-15,7.75928263774084e-14,6.46777558200538e-14,"6491/10733/1062/9055/54443/55143/64946/64105/24137/4751/284403/22974/1063/9787/29127/6790/9212/9133/3832/285643/4605/332/991/5347/10615/259266/3833",27
"BP","GO:0006260","DNA replication","23/181","278/18870",2.8348260559804e-15,8.97244945337288e-14,7.47901477425739e-14,"675/157570/983/10721/79733/374393/4171/641/6241/90381/990/898/9768/4998/9837/9401/144455/80119/51514/4173/8318/55388/5888",23
"BP","GO:0090307","mitotic spindle assembly","14/181","71/18870",5.02073597479059e-15,1.56427305214569e-13,1.30390495134775e-13,"9055/55143/24137/4751/22974/29127/9212/3832/285643/4605/332/991/5347/3833",14
"BP","GO:0000281","mitotic cytokinesis","15/181","88/18870",5.13614254117965e-15,1.5756104964788e-13,1.31335531538829e-13,"54443/55143/128239/24137/10112/51203/29127/9212/11113/285643/332/5347/55165/1894/9700",15
"BP","GO:0045132","meiotic chromosome segregation","15/181","91/18870",8.65751404037341e-15,2.61561863583403e-13,2.18025752308606e-13,"83540/7272/2177/6790/23397/898/9133/9319/83990/5347/9232/151648/259266/9700/84057",15
"BP","GO:0044839","cell cycle G2/M phase transition","18/181","155/18870",9.59098840037238e-15,2.8543926672153e-13,2.3792884028575e-13,"983/1063/63967/641/6790/90381/9928/990/2305/9212/9133/4998/5347/9833/51514/891/995/9088",18
"BP","GO:0010639","negative regulation of organelle organization","25/181","363/18870",1.14518801594715e-14,3.35809544676268e-13,2.7991515126634e-13,"7153/83540/55143/83903/699/22974/701/7272/1063/57082/286151/11130/147841/57405/9212/9319/899/332/991/5347/80119/891/9700/3479/56155",25
"BP","GO:0031570","DNA integrity checkpoint signaling","17/181","135/18870",1.39179123914546e-14,4.02207497225513e-13,3.35261383159524e-13,"675/983/51512/79968/2177/63967/3014/1869/641/90381/990/4998/83990/5347/51514/8318/5888",17
"BP","GO:0051302","regulation of cell division","19/181","186/18870",1.82636607793472e-14,5.20253422771691e-13,4.33658952941192e-13,"675/9055/146909/55143/10112/79733/641/29127/6790/9928/990/9212/11113/144455/332/5347/259266/1894/56155",19
"BP","GO:0000086","G2/M transition of mitotic cell cycle","17/181","140/18870",2.57699334594748e-14,7.23735877721025e-13,6.03272423017209e-13,"983/1063/63967/641/6790/90381/9928/990/2305/9212/4998/5347/9833/51514/891/995/9088",17
"BP","GO:0051656","establishment of organelle localization","27/181","469/18870",7.14326048980667e-14,1.97828630787146e-12,1.64900706336327e-12,"81610/1062/83540/55143/4751/51203/1063/57082/147841/113130/81930/29127/89958/4001/9928/57405/9212/332/5347/151648/10615/1894/3833/891/11004/9700/56155",27
"BP","GO:1905820","positive regulation of chromosome separation","10/181","29/18870",8.78186888838205e-14,2.39877350184025e-12,1.99950554790991e-12,"54892/64151/55143/9787/23397/9212/332/991/11065/9700",10
"BP","GO:0045931","positive regulation of mitotic cell cycle","16/181","128/18870",9.6400614623285e-14,2.597605750795e-12,2.16524282347321e-12,"675/6491/894/983/9787/113130/6241/6790/990/991/11065/51514/891/9700/995/64094",16
"BP","GO:0007127","meiosis I","16/181","129/18870",1.09141816182428e-13,2.90171708623682e-12,2.418735828099e-12,"675/7153/4603/10635/2177/1164/6790/898/9133/9319/83990/5347/9232/5888/9700/84057",16
"BP","GO:0051231","spindle elongation","8/181","14/18870",1.75385473641085e-13,4.60156097947794e-12,3.83564630026694e-12,"9055/55143/24137/29127/9212/3832/285643/332",8
"BP","GO:1902749","regulation of cell cycle G2/M phase transition","15/181","116/18870",3.53185238710566e-13,9.14612163621907e-12,7.62377979390272e-12,"983/1063/63967/641/6790/90381/9928/990/9212/4998/5347/51514/891/995/9088",15
"BP","GO:0061640","cytoskeleton-dependent cytokinesis","15/181","117/18870",4.01775187212352e-13,1.02710220936081e-11,8.56144427271665e-12,"54443/55143/128239/24137/10112/51203/29127/9212/11113/285643/332/5347/55165/1894/9700",15
"BP","GO:1901989","positive regulation of cell cycle phase transition","15/181","119/18870",5.18001627654224e-13,1.30746233612977e-11,1.0898395337322e-11,"6491/81610/894/983/2146/9787/113130/6241/990/991/11065/51514/891/9700/995",15
"BP","GO:0010389","regulation of G2/M transition of mitotic cell cycle","14/181","104/18870",1.26081450650923e-12,3.14258015747425e-11,2.61950803391852e-11,"983/1063/63967/641/6790/90381/9928/990/9212/4998/5347/51514/891/995",14
"BP","GO:0006310","DNA recombination","22/181","340/18870",1.75752270153898e-12,4.32654353934412e-11,3.60640460783633e-11,"675/7153/7468/3148/10721/10635/2177/4171/78995/3014/641/9156/7516/9319/29128/83990/9401/80119/4173/8318/5888/84057",22
"BP","GO:0051256","mitotic spindle midzone assembly","7/181","11/18870",2.12454324577628e-12,5.16626735619257e-11,4.30635915928209e-11,"9055/55143/24137/29127/9212/285643/332",7
"BP","GO:0051984","positive regulation of chromosome segregation","9/181","27/18870",2.27352135019871e-12,5.46192960517617e-11,4.55280940008086e-11,"54892/64151/55143/983/23397/990/9212/332/891",9
"BP","GO:0006261","DNA-templated DNA replication","16/181","161/18870",3.54116724907778e-12,8.40605654126321e-11,7.00689609811255e-11,"675/10721/79733/4171/641/90381/990/898/4998/9837/9401/144455/4173/8318/55388/5888",16
"BP","GO:0042770","signal transduction in response to DNA damage","17/181","189/18870",3.69940747894501e-12,8.67837472119571e-11,7.23388781331787e-11,"675/983/51512/5366/79968/2177/63967/3014/1869/641/90381/2305/83990/144455/5347/51514/5888",17
"BP","GO:0000022","mitotic spindle elongation","7/181","12/18870",5.05776228388463e-12,1.17269511558906e-10,9.77503873470481e-11,"9055/55143/24137/29127/9212/285643/332",7
"BP","GO:0007080","mitotic metaphase chromosome alignment","11/181","57/18870",5.86055522167752e-12,1.34321231172701e-10,1.11963904356065e-10,"1062/83540/55143/113130/81930/9928/9212/332/3833/891/11004",11
"BP","GO:0007062","sister chromatid cohesion","11/181","59/18870",8.74331989685975e-12,1.98115680390208e-10,1.6513997747777e-10,"157570/83903/699/701/113130/151246/991/5347/151648/9700/27127",11
"BP","GO:1901992","positive regulation of mitotic cell cycle phase transition","13/181","98/18870",9.96599214204634e-12,2.23283014957757e-10,1.86118292043657e-10,"6491/894/983/9787/113130/6241/990/991/11065/51514/891/9700/995",13
"BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","8/181","21/18870",1.1222958370301e-11,2.48650877670892e-10,2.07263757505326e-10,"55143/4751/29127/9212/332/10615/1894/891",8
"BP","GO:0006302","double-strand break repair","20/181","307/18870",1.69345871867086e-11,3.71072163190077e-10,3.09308422993788e-10,"675/7468/157570/3148/10721/10635/2177/4171/3014/641/113130/7516/2305/9319/29128/83990/9401/4173/8318/5888",20
"BP","GO:0000077","DNA damage checkpoint signaling","14/181","126/18870",1.8200721218426e-11,3.94480849016755e-10,3.28820810113212e-10,"675/983/51512/79968/2177/63967/3014/1869/641/90381/83990/5347/51514/5888",14
"BP","GO:0051255","spindle midzone assembly","7/181","14/18870",2.15647577192244e-11,4.62366955829392e-10,3.85407497890836e-10,"9055/55143/24137/29127/9212/285643/332",7
"BP","GO:0032392","DNA geometric change","12/181","85/18870",3.00874487438926e-11,6.38238008460872e-10,5.32005392683163e-10,"7153/3148/10721/4171/641/83990/9837/9401/80119/4173/8318/5888",12
"BP","GO:0071103","DNA conformation change","12/181","92/18870",7.82872015769502e-11,1.64320715730988e-09,1.36970073451528e-09,"7153/3148/10721/4171/641/83990/9837/9401/80119/4173/8318/5888",12
"BP","GO:1901970","positive regulation of mitotic sister chromatid separation","7/181","18/18870",1.93590371936245e-10,4.02103335042576e-09,3.35174558429092e-09,"55143/9787/9212/332/991/11065/9700",7
"BP","GO:0032508","DNA duplex unwinding","11/181","79/18870",2.39176804763934e-10,4.91668606906478e-09,4.09831985591157e-09,"7153/10721/4171/641/83990/9837/9401/80119/4173/8318/5888",11
"BP","GO:0044786","cell cycle DNA replication","9/181","44/18870",2.98976700986918e-10,6.04033469233476e-09,5.03494086427524e-09,"675/79733/4171/641/9837/144455/4173/8318/5888",9
"BP","GO:0034508","centromere complex assembly","8/181","30/18870",2.99896256038687e-10,6.04033469233476e-09,5.03494086427524e-09,"1062/64946/64105/11339/1063/9787/55355/2491",8
"BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","11/181","82/18870",3.61493800265967e-10,7.20818637730339e-09,6.00840748021013e-09,"894/1033/641/990/898/9133/899/5347/891/995/9088",11
"BP","GO:1904029","regulation of cyclin-dependent protein kinase activity","11/181","85/18870",5.37265532089753e-10,1.06070046632373e-08,8.84150364950203e-09,"894/1033/641/990/898/9133/899/5347/891/995/9088",11
"BP","GO:0006268","DNA unwinding involved in DNA replication","7/181","21/18870",6.9037633508488e-10,1.34961805113652e-08,1.12497856872964e-08,"4171/641/9837/9401/4173/8318/5888",7
"BP","GO:0007098","centrosome cycle","13/181","138/18870",7.84828144411442e-10,1.51936633005477e-08,1.26647280534049e-08,"675/6491/10733/983/4751/284403/6790/7516/9768/899/3832/5347/151648",13
