"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0000281","mitotic cytokinesis","7/211","98/18805",0.0714285714285714,6.36594448205823,5.67331732146429,0.000118223590012107,0.0147573881271634,0.0136457617396125,"128239/10112/55165/29127/26586/5347/24137",7
"BP","GO:0006310","DNA recombination","13/211","352/18805",0.0369318181818182,3.29148265833692,4.62311132444577,0.00018045984080398,0.0210465323887484,0.0194611650752254,"580/10721/84057/115004/84296/25788/55010/10538/5888/80119/116028/5347/83990",13
"BP","GO:0048732","gland development","15/211","451/18805",0.0332594235033259,2.9641870093841,4.49765021697597,0.000183268307112055,0.0210465323887484,0.0194611650752254,"128239/29842/3232/3488/59350/6943/3206/3207/2146/1030/3481/144455/8140/3219/7298",15
"BP","GO:0045786","negative regulation of cell cycle","14/211","405/18805",0.0345679012345679,3.08080276168744,4.50951100683957,0.00020288435757965,0.0224031150235068,0.0207155607212906,"83540/4751/699/580/2146/1030/983/144455/9735/5888/899/5347/83990/5988",14
"BP","GO:0006760","folic acid-containing compound metabolic process","4/211","27/18805",0.148148148148148,13.2034404072319,6.75957568417959,0.000220793429300016,0.0232864531145631,0.0215323598067529,"1719/8836/6470/7298",4
"BP","GO:1905818","regulation of chromosome separation","6/211","77/18805",0.0779220779220779,6.94466670769988,5.56810105209124,0.000227105777501834,0.0232864531145631,0.0215323598067529,"83540/23397/699/9735/5347/11065",6
"BP","GO:1901987","regulation of cell cycle phase transition","15/211","468/18805",0.032051282051282,2.85651354964151,4.33248275657313,0.000272511160028785,0.0257611965498243,0.0238206888114014,"83540/699/580/2146/1030/983/144455/9735/5888/5347/83990/8193/81610/11065/5988",15
"BP","GO:0090068","positive regulation of cell cycle process","11/211","274/18805",0.0401459854014599,3.57793959940499,4.5790831170965,0.000279746565956306,0.0257611965498243,0.0238206888114014,"23397/699/10733/2146/983/3481/29127/144455/10615/81610/11065",11
"BP","GO:0009176","pyrimidine deoxyribonucleoside monophosphate metabolic process","3/211","12/18805",0.25,22.2808056872038,7.85526006731335,0.00028432983416851,0.0257611965498243,0.0238206888114014,"6470/7298/1890",3
"BP","GO:0045910","negative regulation of DNA recombination","5/211","52/18805",0.0961538461538462,8.56954064892454,5.8225839125279,0.000287132807242904,0.0257611965498243,0.0238206888114014,"10721/115004/55010/116028/5347",5
"BP","GO:0010569","regulation of double-strand break repair via homologous recombination","6/211","82/18805",0.0731707317073171,6.52121142064501,5.33744632664395,0.000320207056617246,0.0278580139257004,0.0257595597061784,"10721/115004/55010/5888/116028/5347",6
"BP","GO:0006260","DNA replication","11/211","280/18805",0.0392857142857143,3.50126946513202,4.49200596527072,0.000336406011863321,0.0284065194135175,0.026266748047037,"580/10721/157570/55388/983/144455/11169/5888/116028/10036/9837",11
"BP","GO:0051304","chromosome separation","6/211","84/18805",0.0714285714285714,6.36594448205823,5.25050688111198,0.000364879759658605,0.0299305654279959,0.0276759925972632,"83540/23397/699/9735/5347/11065",6
"BP","GO:0007088","regulation of mitotic nuclear division","7/211","121/18805",0.0578512396694215,5.15588891935294,4.88541681035875,0.000434432236959006,0.0346459708974808,0.0320362018014799,"83540/4751/699/3481/9735/5347/11065",7
"BP","GO:0045930","negative regulation of mitotic cell cycle","10/211","246/18805",0.040650406504065,3.62289523369167,4.41114310414772,0.00047873678226084,0.0359549024480986,0.0332465357656802,"83540/699/580/2146/1030/983/144455/9735/5347/5988",10
"BP","GO:0033047","regulation of mitotic sister chromatid segregation","5/211","58/18805",0.0862068965517241,7.68303644386338,5.43002553769809,0.000479425555765253,0.0359549024480986,0.0332465357656802,"83540/699/983/9735/5347",5
"BP","GO:0042558","pteridine-containing compound metabolic process","4/211","33/18805",0.121212121212121,10.8028148786443,6.00388595363158,0.000488415602743241,0.0359549024480986,0.0332465357656802,"1719/8836/6470/7298",4
"BP","GO:0007051","spindle organization","9/211","206/18805",0.0436893203883495,3.89373303271523,4.44863946709795,0.000546279895799386,0.0388101829662415,0.0358867372237295,"83540/4751/7430/29127/90417/5347/10615/284403/24137",9
"BP","GO:0061640","cytoskeleton-dependent cytokinesis","7/211","126/18805",0.0555555555555556,4.95129015271195,4.74053458371439,0.000554238070921596,0.0388101829662415,0.0358867372237295,"128239/10112/55165/29127/26586/5347/24137",7
"BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","6/211","93/18805",0.0645161290322581,5.74988533863324,4.89152673383993,0.000629508593870876,0.0430314088810306,0.0397899918231166,"83540/699/9735/5347/8193/11065",6
"BP","GO:0010965","regulation of mitotic sister chromatid separation","5/211","62/18805",0.0806451612903226,7.18735667329155,5.19830047980197,0.0006529716349695,0.043597245674359,0.0403132059582149,"83540/699/9735/5347/11065",5
"BP","GO:0048704","embryonic skeletal system morphogenesis","6/211","96/18805",0.0625,5.57020142180095,4.78217655223347,0.000744655587561274,0.0471070408672356,0.0435586196143534,"3233/3232/7020/3207/3216/3219",6
"BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","6/211","96/18805",0.0625,5.57020142180095,4.78217655223347,0.000744655587561274,0.0471070408672356,0.0435586196143534,"83540/699/9735/5347/8193/11065",6
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","12/211","358/18805",0.0335195530726257,2.98737059493235,4.04424479069663,0.000754762758583363,0.0471070408672356,0.0435586196143534,"83540/699/580/2146/1030/983/144455/9735/5347/8193/11065/5988",12
"BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","6/211","97/18805",0.0618556701030928,5.51277666487516,4.7467456726026,0.000786446934861697,0.0475275356760748,0.0439474399072616,"83540/699/9735/5347/8193/11065",6
"BP","GO:0051306","mitotic sister chromatid separation","5/211","65/18805",0.0769230769230769,6.85563251913963,5.03762266911077,0.000811163095829908,0.0475275356760748,0.0439474399072616,"83540/699/9735/5347/11065",5
"BP","GO:0072348","sulfur compound transport","5/211","65/18805",0.0769230769230769,6.85563251913963,5.03762266911077,0.000811163095829908,0.0475275356760748,0.0439474399072616,"9429/23657/55972/29127/8140",5
"CC","GO:0000776","kinetochore","11/221","174/19880",0.0632183908045977,5.6867946117439,6.58360852968804,4.11368649401887e-06,0.00067797945934933,0.000607322136816932,"11004/83540/4751/699/151246/23468/9735/90417/5347/55839/10615",11
"CC","GO:0000779","condensed chromosome, centromeric region","11/221","186/19880",0.0591397849462366,5.31990463679268,6.27590494913162,7.79076546042833e-06,0.00067797945934933,0.000607322136816932,"11004/83540/4751/699/151246/23468/9735/90417/5347/55839/10615",11
"CC","GO:0005874","microtubule","18/221","486/19880",0.037037037037037,3.33165744930451,5.51774821121076,8.95117553678843e-06,0.00067797945934933,0.000607322136816932,"11004/89796/4751/129881/7277/10112/983/220004/29127/283431/9735/26586/90417/5347/10615/51181/4600/24137",18
"CC","GO:0000775","chromosome, centromeric region","13/221","265/19880",0.0490566037735849,4.41287458379578,5.93009706757839,8.97986038873285e-06,0.00067797945934933,0.000607322136816932,"11004/83540/4751/699/151246/2146/157570/23468/9735/90417/5347/55839/10615",13
"CC","GO:0098687","chromosomal region","16/221","408/19880",0.0392156862745098,3.5276372992636,5.46955821264572,1.4225980677426e-05,0.000859249232916532,0.000769700428231261,"11004/83540/4751/699/151246/2146/157570/983/23468/9735/90417/5888/80119/5347/55839/10615",16
"CC","GO:0000793","condensed chromosome","13/221","285/19880",0.0456140350877193,4.1031991744066,5.59463991528214,1.94425285699484e-05,0.000978607271354069,0.000876619270609954,"11004/83540/4751/23397/699/151246/23468/9735/90417/5888/5347/55839/10615",13
"CC","GO:0005819","spindle","16/221","435/19880",0.0367816091954023,3.30868050137827,5.16199027599368,3.10344111108013e-05,0.001338913165066,0.00119937498578586,"11004/4751/4064/10112/3161/983/29127/9735/26586/90417/5347/79801/10615/284403/81610/24137",16
"CC","GO:0031528","microvillus membrane","4/221","33/19880",0.121212121212121,10.9036061977238,6.03692235867009,0.000472222962259858,0.0178264168253096,0.0159685922764189,"23657/7430/768/8140",4
"CC","GO:0030496","midbody","9/221","209/19880",0.0430622009569378,3.873649570244,4.42798787324586,0.000570064719719314,0.0191288383728037,0.0171352787096917,"4751/10112/983/55165/29127/5347/79801/10615/24137",9
"CC","GO:0000922","spindle pole","8/221","180/19880",0.0444444444444444,3.99798893916541,4.28396444825124,0.00093581891711831,0.0275919518976926,0.0247163877229243,"4751/9735/26586/90417/5347/10615/284403/81610",8
"CC","GO:0072686","mitotic spindle","8/221","182/19880",0.043956043956044,3.95405499477898,4.24478693552305,0.00100500487044576,0.0275919518976926,0.0247163877229243,"4064/983/29127/26586/90417/5347/10615/81610",8
"CC","GO:0000228","nuclear chromosome","9/221","236/19880",0.038135593220339,3.4304777973771,3.98240467627146,0.00134339149002761,0.0312116799114263,0.0279588767418493,"4751/23397/8819/84296/55388/11169/5888/5347/9837",9
"CC","GO:0000940","outer kinetochore","3/221","20/19880",0.15,13.4932126696833,5.92668985446643,0.00134354913526007,0.0312116799114263,0.0279588767418493,"83540/699/5347",3
"MF","GO:0008017","microtubule binding","13/221","276/18639",0.0471014492753623,3.97250639386189,5.44979388925849,2.6991298061443e-05,0.0142244140783804,0.0140922987773429,"11004/83540/10112/7430/29127/283431/90417/5347/10615/22983/81610/4600/24137",13
